research_id,artifact_version,advisory_status,model_id,input_artifact_id,source_path,row_scope,strategy_key,strategy_key_columns,input_rows,checked_rows,unique_stocks,stocks_with_multiple_events,max_rows_per_stock,overlap_pair_count,approved_for_daily_values,production_readiness_values,promotion_evidence_status,required_followup,approved_for_daily,production_readiness,generated_at
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|tp10_or_neutral_after_5pct_close_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1034,659,251,6,207,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_20d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1577,837,430,8,207,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_30d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1521,817,412,8,420,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_40d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1456,790,395,8,519,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|reach_neckline_close_before_right_low_stop_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1456,790,395,8,141,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|volume_breakout_close_before_right_low_stop_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1456,790,395,8,252,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_stop_loss_audit_detail,output/latest/research_backtest/w_bottom_early_entry_stop_loss_audit_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|w_bottom_structure_stop_loss_review_20260629|strong_bull,surface_id|event_set_id|entry_rule_id|parameter_set_id|signal_market_regime,1885,881,105,92,25,5809,false,research_only_pending_promotion_decision,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_stop_loss_audit_detail,output/latest/research_backtest/w_bottom_early_entry_stop_loss_audit_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|w_bottom_structure_stop_loss_review_20260629|mild_bull,surface_id|event_set_id|entry_rule_id|parameter_set_id|signal_market_regime,1885,172,38,31,15,466,false,research_only_pending_promotion_decision,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_market_regime_gated_review,output/latest/research_backtest/w_bottom_market_regime_gated_review_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|tp10_or_neutral_after_5pct_close_40d|w_bottom_market_regime_gated_review_20260627|strong_bull,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id|signal_market_regime,377,162,81,36,5,157,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_market_regime_gated_review,output/latest/research_backtest/w_bottom_market_regime_gated_review_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|tp10_or_neutral_after_5pct_close_40d|w_bottom_market_regime_gated_review_20260627|mild_bull,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id|signal_market_regime,377,32,28,2,3,6,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
