entry_basis,target_window,target_return_pct,filter_metric,filter_rule,threshold,selected_stock_days,hit_stock_days,hit_rate_pct,median_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,selected_unique_stocks,hit_unique_stocks,coverage_of_all_hits_pct,base_hit_rate_pct
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,13648,19.23,3.19,0.48,0.16,1973,1579,20.84,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,8870,20.99,3.42,0.55,0.19,1972,1465,13.54,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,4653,23.37,3.83,0.67,0.24,1950,1209,7.11,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,1996,25.64,4.26,0.73,0.24,1757,861,3.05,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,57725,12.45,2.19,0.91,0.0,2216,1840,88.14,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,43739,12.06,2.01,1.09,0.0,2215,1819,66.79,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,34099,11.7,1.88,1.29,0.0,2214,1790,52.07,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,20014,18.38,3.12,0.4,0.13,1972,1579,30.56,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,12642,20.92,3.5,0.48,0.17,1968,1438,19.3,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,6347,24.02,4.07,0.56,0.2,1881,1139,9.69,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1795,27.17,4.66,0.6,0.18,1324,637,2.74,12.83
D+1_open,D+7,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,191,27.13,4.56,0.59,0.0,455,144,0.29,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,58441,12.46,2.2,0.9,0.0,2216,1838,89.24,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,44354,12.03,2.03,1.07,0.0,2215,1820,67.73,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,33964,11.6,1.88,1.27,0.0,2214,1788,51.86,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,19205,18.22,3.12,0.37,0.12,1971,1559,29.33,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,11345,20.87,3.53,0.42,0.15,1962,1344,17.32,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,4943,23.96,4.12,0.5,0.19,1791,1000,7.55,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,623,24.84,4.48,0.51,0.14,635,265,0.95,12.83
D+1_open,D+7,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,12.83
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,55802,13.58,2.25,1.01,0.0,2216,1847,76.84,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,40696,12.93,2.01,1.23,0.0,2216,1831,56.04,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,33174,12.44,1.88,1.4,0.0,2215,1812,45.68,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,20472,19.71,3.28,0.43,0.14,1974,1670,28.19,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,14928,21.03,3.44,0.48,0.16,1973,1605,20.56,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,9640,22.81,3.69,0.55,0.19,1972,1493,13.27,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,5006,25.14,4.13,0.67,0.24,1950,1242,6.89,14.22
D+1_open,D+8,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,2143,27.53,4.55,0.73,0.24,1757,894,2.95,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,64024,13.81,2.34,0.91,0.0,2216,1850,88.17,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,48210,13.3,2.13,1.09,0.0,2215,1828,66.39,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,37389,12.83,1.97,1.29,0.0,2214,1804,51.49,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,21984,20.19,3.37,0.4,0.13,1972,1596,30.27,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,13842,22.9,3.82,0.48,0.17,1968,1466,19.06,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,6915,26.17,4.4,0.56,0.2,1881,1160,9.52,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1930,29.21,4.99,0.6,0.18,1324,666,2.66,14.22
D+1_open,D+8,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,199,28.27,4.82,0.59,0.0,455,149,0.27,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,64865,13.83,2.35,0.9,0.0,2216,1847,89.32,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,48968,13.28,2.14,1.07,0.0,2215,1828,67.43,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,37296,12.74,1.98,1.27,0.0,2214,1799,51.36,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,21192,20.11,3.38,0.37,0.12,1971,1578,29.18,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,12469,22.93,3.86,0.42,0.15,1962,1373,17.17,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,5413,26.24,4.44,0.5,0.19,1791,1020,7.45,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,677,26.99,4.71,0.51,0.14,635,283,0.93,14.22
D+1_open,D+8,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,14.22
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,60872,14.81,2.38,1.01,0.0,2216,1856,76.65,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,44167,14.04,2.1,1.23,0.0,2216,1842,55.62,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,35858,13.44,1.96,1.4,0.0,2215,1825,45.15,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,22213,21.39,3.5,0.43,0.14,1974,1686,27.97,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,16137,22.74,3.68,0.48,0.16,1973,1628,20.32,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,10354,24.5,3.95,0.55,0.19,1972,1515,13.04,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,5333,26.79,4.38,0.67,0.24,1950,1275,6.72,15.55
D+1_open,D+9,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,2272,29.19,4.82,0.73,0.24,1757,925,2.86,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,70005,15.1,2.48,0.91,0.0,2216,1857,88.15,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,52498,14.48,2.25,1.09,0.0,2215,1835,66.11,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,40515,13.91,2.05,1.29,0.0,2214,1819,51.02,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,23840,21.9,3.61,0.4,0.13,1972,1615,30.02,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,14902,24.65,4.09,0.48,0.17,1968,1493,18.77,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,7398,28.0,4.68,0.56,0.2,1881,1197,9.32,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,2046,30.97,5.32,0.6,0.18,1324,687,2.58,15.55
D+1_open,D+9,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,210,29.83,4.97,0.59,0.0,455,156,0.26,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,70963,15.13,2.49,0.9,0.0,2216,1856,89.36,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,53392,14.48,2.27,1.07,0.0,2215,1838,67.23,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,40476,13.83,2.05,1.27,0.0,2214,1816,50.97,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,23035,21.86,3.62,0.37,0.12,1971,1602,29.01,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,13458,24.75,4.13,0.42,0.15,1962,1401,16.95,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,5822,28.23,4.73,0.5,0.19,1791,1049,7.33,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,725,28.91,5.1,0.51,0.14,635,297,0.91,15.55
D+1_open,D+9,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,15.55
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,65540,15.95,2.49,1.01,0.0,2216,1863,76.51,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,47321,15.04,2.2,1.23,0.0,2216,1852,55.24,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,38245,14.34,2.01,1.4,0.0,2215,1833,44.64,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,23718,22.83,3.73,0.43,0.14,1974,1697,27.69,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,17194,24.23,3.9,0.48,0.16,1973,1647,20.07,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,11003,26.04,4.18,0.55,0.19,1972,1539,12.84,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,5657,28.41,4.62,0.67,0.24,1950,1301,6.6,16.78
D+1_open,D+10,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,2386,30.65,5.08,0.73,0.24,1757,954,2.79,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,75540,16.29,2.6,0.91,0.0,2216,1865,88.18,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,56445,15.57,2.36,1.09,0.0,2215,1847,65.89,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,43413,14.9,2.13,1.29,0.0,2214,1830,50.68,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,25524,23.44,3.85,0.4,0.13,1972,1629,29.79,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,15847,26.22,4.34,0.48,0.17,1968,1504,18.5,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,7865,29.77,4.96,0.56,0.2,1881,1213,9.18,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,2166,32.78,5.56,0.6,0.18,1324,706,2.53,16.78
D+1_open,D+10,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,222,31.53,5.38,0.59,0.0,455,165,0.26,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,76573,16.33,2.61,0.9,0.0,2216,1865,89.38,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,57485,15.59,2.38,1.07,0.0,2215,1848,67.1,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,43422,14.83,2.13,1.27,0.0,2214,1826,50.69,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,24768,23.5,3.87,0.37,0.12,1971,1616,28.91,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,14398,26.48,4.4,0.42,0.15,1962,1424,16.81,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,6197,30.04,5.0,0.5,0.19,1791,1066,7.23,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,775,30.9,5.43,0.51,0.14,635,311,0.9,16.78
D+1_open,D+10,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,16.78
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,101074,24.59,3.51,1.01,0.0,2216,1891,76.57,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,71780,22.81,2.97,1.23,0.0,2216,1885,54.38,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,57302,21.48,2.63,1.4,0.0,2215,1876,43.41,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,35031,33.73,5.61,0.43,0.14,1974,1759,26.54,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,24893,35.07,5.87,0.48,0.16,1973,1727,18.86,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,15566,36.84,6.25,0.55,0.19,1972,1650,11.79,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,7798,39.17,6.82,0.67,0.24,1950,1450,5.91,25.85
D+1_open,D+20,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,3179,40.84,7.25,0.73,0.24,1757,1106,2.41,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,116775,25.19,3.69,0.91,0.0,2216,1895,88.47,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,86180,23.77,3.29,1.09,0.0,2215,1885,65.29,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,65430,22.46,2.84,1.29,0.0,2214,1874,49.57,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,37909,34.82,5.86,0.4,0.13,1972,1712,28.72,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,22932,37.94,6.56,0.48,0.17,1968,1615,17.37,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,10842,41.03,7.35,0.56,0.2,1881,1342,8.21,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,2885,43.67,8.0,0.6,0.18,1324,819,2.19,25.85
D+1_open,D+20,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,286,40.62,7.26,0.59,0.0,455,204,0.22,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,118317,25.23,3.7,0.9,0.0,2216,1894,89.64,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,87916,23.85,3.33,1.07,0.0,2215,1884,66.6,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,65657,22.43,2.85,1.27,0.0,2214,1872,49.74,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,36867,34.98,5.88,0.37,0.12,1971,1706,27.93,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,20814,38.28,6.67,0.42,0.15,1962,1560,15.77,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,8648,41.93,7.56,0.5,0.19,1791,1196,6.55,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,1065,42.46,7.86,0.51,0.14,635,372,0.81,25.85
D+1_open,D+20,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,25.85
