research_id,artifact_version,source_research_id,source_artifact_version,semantic_source_research_id,semantic_source_artifact_version,advisory_status,model_id,row_type,slice_family,slice_id,slice_label,basis,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,top20_count,bottom20_count,top20_share_pct,bottom20_share_pct,top_minus_bottom_share_pct,overall_share_pct,high_return_share_pct,low_return_share_pct,high_minus_low_share_pct,numeric_overall_median,numeric_top20_median,numeric_bottom20_median,numeric_top_minus_bottom_median,sample_status,decision_hint,value_a,value_b,value_c,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,volume_ratio_bucket,volume_ratio_bucket=volume_2_to_6_controlled_attack,volume_2_to_6_controlled_attack,top20 return share vs bottom20 return share,601,74.11,315.0,3.0,283.0,52.41,0.5,47.09,4.675,1.3265,-13.881,27.2873,-29.3651,91.0714,589.0,4.2285,1.3265,,,,,,74.11,69.94,67.48,2.45,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,volume_ratio_bucket,volume_ratio_bucket=volume_gt6_overheat,volume_gt6_overheat,top20 return share vs bottom20 return share,81,9.99,37.0,0.0,44.0,45.68,0.0,54.32,3.7009,-1.2214,-14.8818,27.3529,-22.3256,81.6143,79.0,3.0441,-1.2214,,,,,,9.99,10.43,14.11,-3.68,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,volume_ratio_bucket,volume_ratio_bucket=volume_lt2_weak,volume_lt2_weak,top20 return share vs bottom20 return share,129,15.91,73.0,1.0,55.0,56.59,0.78,42.64,7.097,4.5333,-15.7336,35.109,-24.9513,72.1053,125.0,6.6482,4.5333,,,,,,15.91,19.63,18.4,1.23,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,signal_return_bucket,signal_return_bucket=signal_return_3_to_7_strong,signal_return_3_to_7_strong,top20 return share vs bottom20 return share,132,16.28,65.0,1.0,66.0,49.24,0.76,50.0,3.8444,-0.2601,-11.5485,22.158,-24.6057,81.3953,128.0,3.2421,-0.2601,,,,,,16.28,13.5,10.43,3.07,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,signal_return_bucket,signal_return_bucket=signal_return_7_to_9_8_extended,signal_return_7_to_9_8_extended,top20 return share vs bottom20 return share,169,20.84,93.0,0.0,76.0,55.03,0.0,44.97,5.9369,2.6786,-14.7886,29.0745,-29.3651,81.8182,165.0,5.4032,2.6786,,,,,,20.84,22.09,21.47,0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,signal_return_bucket,signal_return_bucket=signal_return_ge9_8_limit_up_like,signal_return_ge9_8_limit_up_like,top20 return share vs bottom20 return share,503,62.02,263.0,3.0,237.0,52.29,0.6,47.12,4.9559,1.3605,-15.7036,31.5077,-26.6419,91.0714,491.0,4.4637,1.3605,,,,,,62.02,64.42,68.1,-3.68,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,consolidation_type,consolidation_type=long_consolidation,long_consolidation,top20 return share vs bottom20 return share,252,31.07,112.0,3.0,137.0,44.44,1.19,54.37,2.2176,-1.8697,-12.9493,21.8109,-24.5464,68.1818,246.0,1.8112,-1.8697,,,,,,31.07,23.93,26.38,-2.45,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,consolidation_type,consolidation_type=non_consolidation,non_consolidation,top20 return share vs bottom20 return share,543,66.95,302.0,1.0,240.0,55.62,0.18,44.2,6.125,2.4691,-15.816,32.7181,-29.3651,91.0714,531.0,5.647,2.4691,,,,,,66.95,74.23,72.39,1.84,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,limit_up_like,limit_up_like=False,False,top20 return share vs bottom20 return share,209,25.77,103.0,1.0,105.0,49.28,0.48,50.24,3.6293,-0.4515,-13.2945,22.2515,-24.6057,81.3953,203.0,3.0546,-0.4515,,,,,,25.77,20.25,20.86,-0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,limit_up_like,limit_up_like=True,True,top20 return share vs bottom20 return share,602,74.23,322.0,3.0,277.0,53.49,0.5,46.01,5.4259,1.8198,-14.9735,31.9859,-29.3651,91.0714,588.0,4.931,1.8198,,,,,,74.23,79.75,79.14,0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,locked_limit_up_flag,locked_limit_up_flag=False,False,top20 return share vs bottom20 return share,209,25.77,103.0,1.0,105.0,49.28,0.48,50.24,3.6293,-0.4515,-13.2945,22.2515,-24.6057,81.3953,203.0,3.0546,-0.4515,,,,,,25.77,20.25,20.86,-0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,locked_limit_up_flag,locked_limit_up_flag=True,True,top20 return share vs bottom20 return share,602,74.23,322.0,3.0,277.0,53.49,0.5,46.01,5.4259,1.8198,-14.9735,31.9859,-29.3651,91.0714,588.0,4.931,1.8198,,,,,,74.23,79.75,79.14,0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,overheat_flag,overheat_flag=False,False,top20 return share vs bottom20 return share,57,7.03,30.0,1.0,26.0,52.63,1.75,45.61,3.6663,1.3265,-8.3915,19.8605,-18.2099,47.4227,55.0,3.2685,1.3265,,,,,,7.03,4.29,1.23,3.07,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,overheat_flag,overheat_flag=True,True,top20 return share vs bottom20 return share,754,92.97,395.0,3.0,356.0,52.39,0.4,47.21,5.061,1.3482,-14.9531,30.7173,-29.3651,91.0714,738.0,4.5964,1.3482,,,,,,92.97,95.71,98.77,-3.07,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,attack_method=general_breakout,general_breakout,top20 return share vs bottom20 return share,83,10.23,41.0,0.0,42.0,49.4,0.0,50.6,2.6831,-0.4515,-13.4502,20.9016,-20.5479,81.3953,81.0,1.9981,-0.4515,,,,,,10.23,5.52,7.98,-2.45,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,attack_method=locked_limit_up,locked_limit_up,top20 return share vs bottom20 return share,602,74.23,322.0,3.0,277.0,53.49,0.5,46.01,5.4259,1.8198,-14.9735,31.9859,-29.3651,91.0714,588.0,4.931,1.8198,,,,,,74.23,79.75,79.14,0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,attack_method=volume_attack,volume_attack,top20 return share vs bottom20 return share,126,15.54,62.0,1.0,63.0,49.21,0.79,50.0,4.2526,-0.2601,-12.6815,26.239,-24.6057,68.2353,122.0,3.7419,-0.2601,,,,,,15.54,14.72,12.88,1.84,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,classification_id,classification_id=high_position_breakout,high_position_breakout,top20 return share vs bottom20 return share,209,25.77,103.0,1.0,105.0,49.28,0.48,50.24,3.6293,-0.4515,-13.2945,22.2515,-24.6057,81.3953,203.0,3.0546,-0.4515,,,,,,25.77,20.25,20.86,-0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,classification_id,classification_id=locked_limit_up_breakout,locked_limit_up_breakout,top20 return share vs bottom20 return share,602,74.23,322.0,3.0,277.0,53.49,0.5,46.01,5.4259,1.8198,-14.9735,31.9859,-29.3651,91.0714,588.0,4.931,1.8198,,,,,,74.23,79.75,79.14,0.61,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,risk_type=high_position_chase,high_position_chase,top20 return share vs bottom20 return share,745,91.86,392.0,3.0,350.0,52.62,0.4,46.98,5.1037,1.4493,-14.9429,30.7134,-29.3651,91.0714,729.0,4.6344,1.4493,,,,,,91.86,94.48,97.55,-3.07,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,risk_type=normal_risk,normal_risk,top20 return share vs bottom20 return share,47,5.8,25.0,1.0,21.0,53.19,2.13,44.68,2.9595,2.1016,-8.7223,17.5256,-18.2099,44.6991,45.0,2.5023,2.1016,,,,,,5.8,3.07,1.23,1.84,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,candle_quality=close_at_high,close_at_high,top20 return share vs bottom20 return share,615,75.83,329.0,3.0,283.0,53.5,0.49,46.02,5.2912,1.7964,-14.9429,31.2748,-29.3651,91.0714,601.0,4.8038,1.7964,,,,,,75.83,80.37,79.14,1.23,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,candle_quality=explosive_long_red,explosive_long_red,top20 return share vs bottom20 return share,90,11.1,45.0,0.0,45.0,50.0,0.0,50.0,5.3811,0.0039,-14.4808,32.6268,-24.6057,68.2353,88.0,5.0076,0.0039,,,,,,11.1,11.66,11.66,0.0,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,candle_quality=standard_candle,standard_candle,top20 return share vs bottom20 return share,83,10.23,37.0,0.0,46.0,44.58,0.0,55.42,1.0706,-2.0362,-15.3607,19.0091,-22.3256,81.3953,81.0,0.3677,-2.0362,,,,,,10.23,5.52,8.59,-3.07,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,price_position_type,price_position_type=high_position,high_position,top20 return share vs bottom20 return share,811,100.0,425.0,4.0,382.0,52.4,0.49,47.1,4.9629,1.3359,-14.7541,29.2017,-29.3651,91.0714,793.0,4.4842,1.3359,,,,,,100.0,100.0,100.0,0.0,,,,,,weak_or_mixed_feature_difference,top20_n=163,bottom20_n=163,,feature share comparison only; not a standalone gate,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,off_60d_low_pct,off_60d_low_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,53.0837,60.7843,58.7786,2.0057,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,position_in_60d_range_pct,position_in_60d_range_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,120.354,119.7115,120.7592,-1.0477,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,range_width_20_pct,range_width_20_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,30.6483,32.7189,34.6062,-1.8873,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,range_width_40_pct,range_width_40_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,38.8479,45.098,45.3744,-0.2764,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,range_width_60_pct,range_width_60_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,43.5115,48.2993,48.1481,0.1512,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,breakout_over_prev60_pct,breakout_over_prev60_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,6.3462,6.6351,7.21,-0.5749,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,volume_ratio,volume_ratio,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0755,3.0337,3.0096,0.0241,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,signal_return_1d_pct,signal_return_1d_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,9.8712,9.8765,9.8795,-0.003,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,mfe_pct,mfe_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,13.8686,38.488,3.6946,34.7934,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,numeric_feature,mae_pct,mae_pct,top20 return median vs bottom20 return median,811,100.0,,,,,,,,,,,,,,,,,,,,,,,,,-7.8431,-3.75,-17.0663,13.3163,,numeric_difference_diagnostic_only,top20_n=163,bottom20_n=163,,numeric median comparison only; use with slice rows before changing gates,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
