generated_at,model_id,model_name_zh,parameter_set_id,parameter_summary,entry_basis,recommended_usage,recommendation_reason_code,recommended_close_exit_horizon,best_close_win_rate_pct,best_avg_close_return_pct,recommended_high_exit_horizon,best_avg_high_return_pct,best_high_5pct_hit_rate_pct,selected_stock_days,selected_unique_stocks,sample_status,pdf_visibility,model_revision_note
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol2000,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,36.66,0.38,D+20,18.07,64.78,1162,659,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol500,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,37.94,0.35,D+20,17.48,65.05,1846,951,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.2,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,41.75,0.34,D+20,8.58,45.0,11572,1766,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.5,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,41.2,0.29,D+20,8.95,45.61,6214,1606,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,short_term_surge_d5_d10,短線急漲 D+5/D+10 研究,ret5_10_30_vol5_ge1_5_macd,5日漲幅 10% 至 30% + 5日平均量比 >= 1.5 + MACD 柱狀體 > 0,signal_date_next_open,research_only,explicit_research_model,D+10,44.75,1.91,D+20,19.25,71.9,12550,1507,ok_first_pass,research_only_not_pdf_core,此模型目前定義為研究型，不進每日 PDF 核心名單；持續累積資料與調參。
2026-06-14 13:54:54 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol3_solid_red,量比 >= 3 + 實體紅K + 上影線小 + 收盤接近日高,signal_date_next_open,research_only,explicit_research_model,D+10,40.87,0.72,D+20,15.37,63.07,7646,1808,ok_first_pass,research_only_not_pdf_core,此模型目前定義為研究型，不進每日 PDF 核心名單；持續累積資料與調參。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.2,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,signal_date_next_open,research_only,weak_or_unproven,D+10,41.64,0.3,D+20,8.49,44.02,8754,1667,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol5,股價位於 23 日區間上下 5% 內；營收確認由每日模型層欄位提供,signal_date_next_open,research_only,weak_or_unproven,D+10,43.36,0.25,D+20,6.91,36.41,331637,2167,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol10,股價位於 23 日區間上下 10% 內；營收確認由每日模型層欄位提供,signal_date_next_open,research_only,weak_or_unproven,D+10,43.33,0.25,D+20,6.94,36.52,333285,2168,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.2,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,signal_date_next_open,research_only,weak_or_unproven,D+10,41.43,0.24,D+20,7.86,41.83,8441,1534,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.2,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,signal_date_next_open,research_only,weak_or_unproven,D+10,41.4,0.24,D+20,7.81,41.42,6053,1398,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.5,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,signal_date_next_open,research_only,weak_or_unproven,D+9,41.61,0.23,D+20,8.23,43.26,5947,1483,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.5,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,signal_date_next_open,research_only,weak_or_unproven,D+9,41.47,0.22,D+20,8.25,43.07,4359,1339,ok_first_pass,pdf_core_model,目前第一版回測沒有足夠收盤持有優勢；保留研究，不放入 PDF 核心推薦。
2026-06-14 13:54:54 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol5_solid_red,量比 >= 5 + 實體紅K + 上影線小 + 收盤接近日高,signal_date_next_open,research_only,explicit_research_model,D+10,39.59,0.14,D+20,15.31,63.64,3190,1368,ok_first_pass,research_only_not_pdf_core,此模型目前定義為研究型，不進每日 PDF 核心名單；持續累積資料與調參。
2026-06-14 13:54:54 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol10_solid_red,量比 >= 10 + 實體紅K + 上影線小 + 收盤接近日高,signal_date_next_open,research_only,explicit_research_model,D+8,38.32,-0.57,D+20,15.23,63.61,799,568,ok_first_pass,research_only_not_pdf_core,此模型目前定義為研究型，不進每日 PDF 核心名單；持續累積資料與調參。
