generated_at,model_id,model_name_zh,parameter_set_id,parameter_summary,parameter_role,production_parity_status,parity_blocker,variant_of,pdf_visibility,entry_basis,selected_stock_days,selected_unique_stocks,best_close_horizon_d1_d10,best_close_win_rate_pct,best_avg_close_return_pct,sample_status,apply_status,notes,d1_mature_count,d1_close_win_rate_pct,d1_avg_close_return_pct,d1_avg_high_return_pct,d2_mature_count,d2_close_win_rate_pct,d2_avg_close_return_pct,d2_avg_high_return_pct,d3_mature_count,d3_close_win_rate_pct,d3_avg_close_return_pct,d3_avg_high_return_pct,d5_mature_count,d5_close_win_rate_pct,d5_avg_close_return_pct,d5_avg_high_return_pct,d10_mature_count,d10_close_win_rate_pct,d10_avg_close_return_pct,d10_avg_high_return_pct,d20_mature_count,d20_close_win_rate_pct,d20_avg_close_return_pct,d20_avg_high_return_pct
2026-06-21 21:06:32 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,63196,1954,D+10,44.18,0.89,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,63196,39.14,-0.17,1.4,62738,41.89,-0.08,2.32,62289,42.91,0.03,3.05,61562,43.61,0.26,4.34,59350,44.18,0.89,6.91,56178,45.72,2.46,11.24
2026-06-21 21:06:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.2,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,72609,1955,D+10,44.24,0.88,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,72609,39.28,-0.16,1.4,72108,42.06,-0.07,2.31,71613,43.06,0.04,3.04,70773,43.8,0.27,4.32,68170,44.24,0.88,6.84,64601,45.92,2.44,11.15
2026-06-21 21:06:34 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.5,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,81428,1956,D+10,44.26,0.88,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,81428,39.37,-0.16,1.39,80872,42.08,-0.07,2.3,80317,43.05,0.04,3.02,79369,43.81,0.28,4.3,76412,44.26,0.88,6.8,72426,46.02,2.43,11.08
2026-06-21 21:06:35 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,70998,1956,D+10,44.44,0.99,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,70998,39.22,-0.17,1.48,70471,42.12,-0.07,2.45,69971,43.2,0.06,3.24,69153,43.81,0.31,4.6,66594,44.44,0.99,7.29,62582,46.14,2.69,11.83
2026-06-21 21:06:36 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.2,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,81955,1958,D+10,44.55,0.99,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,81955,39.38,-0.16,1.48,81371,42.29,-0.06,2.45,80816,43.36,0.07,3.23,79865,44.01,0.32,4.59,76843,44.55,0.99,7.25,72340,46.37,2.69,11.77
2026-06-21 21:06:37 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.5,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,92466,1958,D+10,44.59,0.99,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,92466,39.46,-0.16,1.47,91819,42.29,-0.05,2.44,91192,43.33,0.07,3.22,90105,44.0,0.33,4.57,86669,44.59,0.99,7.22,81630,46.5,2.69,11.72
2026-06-21 21:06:37 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2335,652,D+5,57.78,1.67,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,2335,48.01,0.3,2.32,2140,61.03,1.59,4.13,1951,56.95,1.26,5.27,1542,57.78,1.67,7.64,1164,47.85,-0.16,9.74,0,,,
2026-06-21 21:06:37 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2983,724,D+2,58.96,1.51,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,2983,48.44,0.32,2.42,2741,58.96,1.51,4.24,2505,54.61,1.09,5.38,1983,55.32,1.35,7.66,1502,43.81,-0.88,9.58,0,,,
2026-06-21 21:06:37 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_supported_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_supported + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1074,408,D+9,63.75,3.11,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1074,46.0,0.14,1.98,977,60.39,1.18,3.52,875,58.29,1.34,4.67,633,63.35,2.54,7.43,487,60.57,2.38,10.33,0,,,
2026-06-21 21:06:37 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_supported_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_supported + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1295,453,D+9,60.24,2.57,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1295,46.18,0.14,2.04,1180,58.81,1.23,3.65,1055,56.78,1.33,4.82,774,61.11,2.32,7.53,594,56.4,1.73,10.25,0,,,
2026-06-21 21:06:37 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1261,489,D+2,61.56,1.93,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1261,49.72,0.44,2.62,1163,61.56,1.93,4.63,1076,55.86,1.19,5.77,909,53.91,1.07,7.78,677,38.7,-1.99,9.31,0,,,
2026-06-21 21:06:38 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1688,572,D+2,59.06,1.73,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1688,50.18,0.45,2.71,1561,59.06,1.73,4.69,1450,53.03,0.92,5.78,1209,51.61,0.72,7.75,908,35.57,-2.59,9.15,0,,,
2026-06-21 21:06:39 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol5,股價位於 23 日區間上下 5% 內；營收確認由每日模型層欄位提供,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,219355,1897,D+10,43.97,0.4,ok_first_pass,candidate_parameter_review,歷史營收 feature panel 尚未完整，這裡先用價格未反應區間作第一版近似條件。,219355,39.04,-0.12,1.09,218475,41.88,-0.06,1.8,217598,42.89,0.0,2.36,215860,43.53,0.12,3.3,211479,43.97,0.4,5.15,201954,44.31,0.99,8.1
2026-06-21 21:06:42 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol10,股價位於 23 日區間上下 10% 內；營收確認由每日模型層欄位提供,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,220819,1899,D+10,43.93,0.4,ok_first_pass,candidate_parameter_review,歷史營收 feature panel 尚未完整，這裡先用價格未反應區間作第一版近似條件。,220819,39.03,-0.12,1.1,219936,41.86,-0.06,1.82,219058,42.86,-0.0,2.38,217313,43.5,0.12,3.33,212898,43.93,0.4,5.18,203269,44.29,0.98,8.14
2026-06-21 21:06:42 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1,W底近似條件 + 右側結構墊高 + 量比 >= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,46655,1921,D+10,44.49,1.27,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,46655,39.03,-0.29,1.98,46397,41.53,-0.16,3.27,46143,41.88,-0.02,4.26,45507,42.88,0.29,5.87,43771,44.49,1.27,9.03,41021,48.19,3.89,14.78
2026-06-21 21:06:43 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.2,W底近似條件 + 右側結構墊高 + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,37644,1912,D+10,44.2,1.27,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,37644,38.73,-0.33,2.07,37435,41.05,-0.21,3.4,37230,41.35,-0.07,4.41,36720,42.27,0.23,6.07,35300,44.2,1.27,9.32,33028,48.05,3.99,15.22
2026-06-21 21:06:43 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.5,W底近似條件 + 右側結構墊高 + 量比 >= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,28141,1892,D+10,43.62,1.23,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,28141,38.29,-0.39,2.2,27992,40.6,-0.28,3.59,27847,40.79,-0.15,4.64,27475,41.75,0.14,6.34,26344,43.62,1.23,9.69,24613,47.71,4.06,15.83
2026-06-21 21:06:43 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.2,距 60 日高點下方 3% 內 + 量比 >= 1.2 + 23EMA 向上,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,10713,1610,D+10,43.44,0.95,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,10713,39.84,-0.18,1.8,10656,41.71,-0.14,2.92,10600,41.84,-0.09,3.74,10485,42.31,0.14,5.11,10183,43.44,0.95,7.81,9530,45.53,2.89,12.58
2026-06-21 21:06:44 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.5,距 60 日高點下方 3% 內 + 量比 >= 1.5 + 23EMA 向上,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,7763,1572,D+10,43.19,0.99,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,7763,39.52,-0.21,1.94,7721,41.48,-0.19,3.13,7676,41.7,-0.12,3.98,7600,42.43,0.1,5.42,7377,43.19,0.99,8.25,6904,45.39,3.12,13.39
2026-06-21 21:06:44 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.2,距 60 日高點下方 5% 內 + 量比 >= 1.2 + 23EMA 向上,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,18101,1759,D+10,43.28,0.9,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,18101,39.54,-0.21,1.81,18003,41.87,-0.13,2.95,17913,41.63,-0.07,3.8,17706,42.31,0.15,5.2,17148,43.28,0.9,7.91,16090,45.84,2.98,12.8
2026-06-21 21:06:44 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.5,距 60 日高點下方 5% 內 + 量比 >= 1.5 + 23EMA 向上,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,12833,1732,D+10,43.11,0.98,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,12833,39.14,-0.26,1.93,12761,41.42,-0.19,3.13,12694,41.21,-0.11,4.02,12544,42.06,0.13,5.5,12128,43.11,0.98,8.35,11356,45.73,3.27,13.61
2026-06-21 21:06:44 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.2,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,8518,1614,D+10,42.5,0.37,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,8518,39.25,-0.16,1.26,8481,42.0,-0.07,2.06,8463,41.78,-0.07,2.64,8404,41.67,-0.0,3.57,8181,42.5,0.37,5.47,7607,42.89,1.23,8.61
2026-06-21 21:06:44 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.5,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,6044,1555,D+10,42.16,0.36,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,6044,38.09,-0.23,1.33,6031,40.91,-0.14,2.16,6016,41.06,-0.12,2.78,5975,40.94,-0.06,3.75,5809,42.16,0.36,5.79,5375,42.2,1.27,9.11
2026-06-21 21:06:44 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.2,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,11232,1718,D+10,42.55,0.4,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,11232,39.62,-0.13,1.28,11183,41.89,-0.03,2.11,11160,41.74,-0.02,2.7,11077,41.71,0.04,3.64,10765,42.55,0.4,5.54,9992,42.95,1.14,8.7
2026-06-21 21:06:45 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.5,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,7716,1660,D+10,42.68,0.47,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,7716,38.93,-0.18,1.35,7693,41.3,-0.06,2.24,7675,41.52,-0.03,2.86,7616,41.49,0.04,3.85,7381,42.68,0.47,5.9,6810,42.29,1.19,9.19
2026-06-21 21:06:45 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.2,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,5760,1327,D+10,41.77,0.25,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,5760,39.53,-0.13,1.19,5736,41.95,-0.09,1.92,5723,41.15,-0.1,2.47,5680,40.53,-0.07,3.3,5523,41.77,0.25,5.06,5110,42.49,0.94,7.84
2026-06-21 21:06:45 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.5,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,4141,1262,D+10,41.92,0.22,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,4141,38.47,-0.19,1.27,4133,40.96,-0.15,2.04,4123,40.7,-0.15,2.62,4093,40.39,-0.08,3.49,3972,41.92,0.22,5.39,3649,41.49,0.89,8.29
2026-06-21 21:06:45 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.2,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,7980,1460,D+10,41.9,0.25,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,7980,39.74,-0.1,1.19,7946,42.12,-0.06,1.92,7928,41.52,-0.07,2.47,7872,41.03,-0.04,3.29,7642,41.9,0.25,5.04,7073,42.88,0.95,7.91
2026-06-21 21:06:45 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.5,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,5615,1405,D+10,41.95,0.24,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,5615,39.11,-0.15,1.27,5601,41.28,-0.11,2.05,5588,41.09,-0.11,2.61,5550,41.03,-0.05,3.48,5376,41.95,0.24,5.36,4942,41.95,0.89,8.3
2026-06-21 21:06:45 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2886,1074,D+10,48.31,1.91,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,2886,38.32,-0.29,2.02,2863,41.32,-0.06,3.27,2833,43.77,0.31,4.35,2766,45.7,0.97,6.24,2631,48.31,1.91,9.86,2489,55.08,5.72,16.49
2026-06-21 21:06:45 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1.2,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2014,930,D+10,48.29,2.05,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,2014,37.69,-0.28,2.05,2001,40.88,-0.04,3.35,1976,43.67,0.37,4.46,1923,46.07,1.07,6.36,1814,48.29,2.05,10.04,1714,55.25,6.03,16.9
2026-06-21 21:06:45 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1.5,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1252,732,D+10,46.8,2.02,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,1252,38.42,-0.26,2.13,1242,39.86,-0.05,3.44,1226,43.39,0.4,4.56,1189,45.33,1.07,6.46,1109,46.8,2.02,10.03,1051,56.9,6.76,17.67
2026-06-21 21:06:46 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up1_range10,TDCC 連續增加週數 >= 1 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,33826,1732,D+10,51.63,1.76,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,33826,41.48,-0.04,1.65,32903,44.64,0.12,2.73,31974,45.49,0.26,3.56,30091,48.66,0.71,5.08,25073,51.63,1.76,8.03,15210,55.92,3.29,12.76
2026-06-21 21:06:46 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up2_range10,TDCC 連續增加週數 >= 2 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,21191,1363,D+10,53.92,1.82,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,21191,43.24,0.06,1.65,20548,47.45,0.29,2.74,19901,48.65,0.52,3.59,18592,51.98,1.06,5.16,14901,53.92,1.82,7.94,7974,55.89,2.8,11.42
2026-06-21 21:06:46 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up3_range10,TDCC 連續增加週數 >= 3 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,13614,952,D+8,51.87,1.08,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,13614,42.91,0.03,1.58,13127,46.79,0.18,2.58,12635,47.53,0.3,3.32,11639,51.32,0.77,4.7,8879,50.28,0.81,6.8,3775,49.32,0.4,7.66
2026-06-21 21:06:46 Asia/Taipei,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,all_thresholds_up_ret5_10_30_macd,四級距同步增加 + 5日漲幅 10% 至 30% + MACD 柱狀體 > 0,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1586,490,D+10,46.57,3.0,ok_first_pass,candidate_parameter_review,短線延續專項，不是低位吸籌模型。,1586,41.36,-0.25,3.11,1551,42.36,0.03,5.37,1524,42.39,0.13,6.95,1468,44.21,0.89,9.61,1297,46.57,3.0,14.9,537,59.22,13.28,31.22
2026-06-21 21:06:46 Asia/Taipei,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,high_thresholds_ret5_10_30_ret10_20_50_kd,高級距增加 + 5日漲幅 10% 至 30% + 10日漲幅 20% 至 50% + KD 多方但未過熱,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,289,195,D+10,49.61,3.7,ok_first_pass,candidate_parameter_review,短線延續研究；報酬統計使用訊號日隔天開盤到 D+1 至 D+10。,289,40.83,-0.38,3.64,284,43.66,0.19,6.04,279,43.01,0.34,7.8,272,44.12,1.13,10.84,254,49.61,3.7,16.65,108,62.04,13.42,33.5
2026-06-21 21:06:46 Asia/Taipei,short_term_surge_d5_d10,短線急漲 D+5/D+10 研究,ret5_10_30_vol5_ge1_5_macd,5日漲幅 10% 至 30% + 5日平均量比 >= 1.5 + MACD 柱狀體 > 0,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,11466,1442,D+10,43.53,1.65,ok_first_pass,candidate_parameter_review,動能研究名單；進場假設必須使用訊號日後下一交易日開盤。,11466,37.62,-0.6,2.81,11389,39.75,-0.49,4.6,11320,39.67,-0.32,5.91,11195,41.72,0.2,8.08,10887,43.53,1.65,12.38,10098,48.83,5.51,20.18
2026-06-21 21:06:47 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol3_solid_red,量比 >= 3 + 實體紅K + 上影線小 + 收盤接近日高,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,7768,1806,D+10,40.85,0.71,ok_first_pass,candidate_parameter_review,研究用模型，參數驗證成熟前不納入核心 PDF 推薦模型。,7768,37.96,-0.56,2.57,7712,38.5,-0.55,4.12,7683,39.39,-0.48,5.21,7615,39.05,-0.29,6.85,7331,40.85,0.71,10.12,6913,43.63,2.86,15.75
2026-06-21 21:06:47 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol5_solid_red,量比 >= 5 + 實體紅K + 上影線小 + 收盤接近日高,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,3224,1366,D+10,39.71,0.23,ok_first_pass,candidate_parameter_review,研究用模型，參數驗證成熟前不納入核心 PDF 推薦模型。,3224,38.65,-0.59,2.85,3202,37.04,-0.73,4.49,3188,38.58,-0.64,5.6,3166,37.62,-0.52,7.25,3037,39.71,0.23,10.36,2888,41.41,2.17,15.72
2026-06-21 21:06:47 Asia/Taipei,explosive_volume_red_candle,爆天量紅K研究,vol10_solid_red,量比 >= 10 + 實體紅K + 上影線小 + 收盤接近日高,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,802,562,D+8,39.79,-0.22,ok_first_pass,candidate_parameter_review,研究用模型，參數驗證成熟前不納入核心 PDF 推薦模型。,802,37.41,-0.79,2.87,798,35.59,-0.89,4.68,794,38.29,-0.81,5.85,789,37.39,-0.7,7.53,746,37.8,-0.32,10.23,718,39.42,1.79,15.6
