model_id,model_name_zh,event_filter_id,event_filter_zh,model_hit_status,pattern_id,pattern_name_zh,entry_rule_zh,stop_loss_rule_zh,hold_rule_zh,exit_rule_zh,sample_size,unique_stocks,win_rate,avg_return,median_return,max_drawdown,avg_holding_days,profit_factor,in_sample_size,in_sample_win_rate,in_sample_avg_return,out_of_sample_size,out_of_sample_win_rate,out_of_sample_avg_return,best_for_market_regime,risk_notes_zh,confidence_status,approved_for_daily,out_of_sample_pass,generated_at,data_start_date,data_end_date,out_of_sample_start_date
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_open_hold_10d,隔日開盤買固定10日,訊號隔日開盤買進。,無固定停損；僅統計歷史持有表現。,固定持有10個交易日。,第10個持有交易日收盤出場。,142,130,35.92,-0.6403,-2.7622,-20.6215,10.0,0.8305,80,40.0,0.0417,62,30.65,-1.5203,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,chase_day1_signal_low_stop_5d,漲停後第1天追價,訊號後第1個交易日開盤追價。,跌破訊號K低點停損。,最多持有5個交易日。,觸及停損或第5個持有交易日收盤出場。,142,130,31.69,-0.6498,-2.1601,-16.8498,3.71,0.7876,80,38.75,0.2792,62,22.58,-1.8485,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_open_5ma_trailing_20d,隔日開盤買沿5MA續抱,訊號隔日開盤買進。,收盤跌破5MA出場。,最多持有20個交易日，未跌破則續抱至上限。,跌破5MA收盤或第20個持有交易日收盤出場。,140,128,32.14,-0.773,-2.623,-16.8498,4.56,0.7529,80,41.25,0.5443,60,20.0,-2.5294,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_open_5pct_stop_10d,隔日開盤買固定5%停損,訊號隔日開盤買進。,自進場價下跌5%停損；若跳空跌破，以開盤價估算。,最多持有10個交易日。,觸及停損或第10個持有交易日收盤出場。,142,130,26.76,-1.0737,-5.0,-13.961,5.56,0.6945,80,32.5,0.0257,62,19.35,-2.4922,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_open_tp5_signal_low_stop_10d,隔日開盤買5%停利訊號低點停損,訊號隔日開盤買進。,跌破訊號K低點停損。,最多持有10個交易日。,盤中觸及5%停利、觸及停損，或第10個持有交易日收盤出場。,142,130,38.73,-1.3295,-2.225,-16.8498,3.82,0.5845,80,47.5,-0.4005,62,27.42,-2.5283,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_day_break_signal_high_hold_10d,隔日突破訊號高點買,隔日盤中突破訊號K高點才買進；若隔日開盤已跳空越過高點，以開盤價估算。,無固定停損；僅統計觸發後表現。,觸發後固定持有10個交易日。,第10個持有交易日收盤出場。,92,86,32.61,-1.5496,-3.151,-20.6215,10.0,0.6462,52,36.54,-0.7763,40,27.5,-2.5548,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,long_base_low_position,長盤整加低位階突破,current_model_hit,next_open_signal_low_stop_10d,隔日開盤買跌破訊號K低點停損,訊號隔日開盤買進。,跌破訊號K低點停損；若跳空跌破，以開盤價估算。,最多持有10個交易日。,觸及停損或第10個持有交易日收盤出場。,142,130,24.65,-1.566,-2.9909,-16.8498,6.26,0.5984,80,32.5,-0.2953,62,14.52,-3.2057,strong_bull,檢驗長盤整、60日相對低位階是否優於單純突破。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_hold_20d,隔日開盤買固定20日,訊號隔日開盤買進。,無固定停損；僅統計歷史持有表現。,固定持有20個交易日。,第20個持有交易日收盤出場。,4176,1194,46.72,4.5539,-1.1864,-91.7928,20.0,1.7729,2459,43.76,2.6775,1717,50.96,7.2413,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,pullback_10ma_hold_10d,回測10MA買固定10日,訊號後7個交易日內第一次回測10MA買進。,無固定停損；僅統計回測買點表現。,買進後固定持有10個交易日。,第10個持有交易日收盤出場。,2707,1061,52.83,3.9341,0.6711,-89.805,10.0,2.3347,1521,47.8,1.7089,1186,59.27,6.788,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,pullback_5ma_hold_10d,回測5MA買固定10日,訊號後5個交易日內第一次回測5MA買進。,無固定停損；僅統計回測買點表現。,買進後固定持有10個交易日。,第10個持有交易日收盤出場。,3882,1193,49.64,3.0914,-0.0653,-91.3518,10.0,1.8806,2240,47.9,1.8347,1642,52.01,4.8058,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,signal_close_hold_5d,當日收盤買固定5日,訊號日收盤價買進。,無固定停損；僅統計歷史持有表現。,固定持有至 D+5 收盤。,D+5 收盤出場。,4454,1232,48.07,2.2454,-0.3826,-37.4194,5.0,1.6368,2459,46.85,1.6571,1995,49.57,2.9706,range_or_mixed,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_day_break_signal_high_hold_10d,隔日突破訊號高點買,隔日盤中突破訊號K高點才買進；若隔日開盤已跳空越過高點，以開盤價估算。,無固定停損；僅統計觸發後表現。,觸發後固定持有10個交易日。,第10個持有交易日收盤出場。,3434,1102,45.49,2.0743,-1.1744,-90.5777,10.0,1.4232,1868,44.81,1.6189,1566,46.3,2.6175,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_hold_10d,隔日開盤買固定10日,訊號隔日開盤買進。,無固定停損；僅統計歷史持有表現。,固定持有10個交易日。,第10個持有交易日收盤出場。,4357,1219,44.78,1.6963,-1.3575,-90.8539,10.0,1.3496,2459,43.64,1.1367,1898,46.26,2.4213,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,high,False,True,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_large_black_exit_10d,隔日開盤買大量黑K出場,訊號隔日開盤買進。,出現大量黑K時以當日收盤出場。,最多持有10個交易日。,大量黑K收盤或第10個持有交易日收盤出場。,4357,1219,39.2,1.0266,-2.5,-47.7462,6.63,1.2477,2459,39.2,0.7305,1898,39.2,1.4101,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,medium,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_10ma_trailing_20d,隔日開盤買沿10MA續抱,訊號隔日開盤買進。,收盤跌破10MA出場。,最多持有20個交易日，未跌破則續抱至上限。,跌破10MA收盤或第20個持有交易日收盤出場。,4176,1194,34.87,0.9138,-3.6775,-90.5777,8.61,1.177,2459,34.32,0.697,1717,35.64,1.2242,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,medium,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_signal_low_stop_10d,隔日開盤買跌破訊號K低點停損,訊號隔日開盤買進。,跌破訊號K低點停損；若跳空跌破，以開盤價估算。,最多持有10個交易日。,觸及停損或第10個持有交易日收盤出場。,4357,1219,30.96,0.5778,-3.5539,-90.5777,6.16,1.1327,2459,32.37,0.6088,1898,29.14,0.5377,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,medium,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_5pct_stop_10d,隔日開盤買固定5%停損,訊號隔日開盤買進。,自進場價下跌5%停損；若跳空跌破，以開盤價估算。,最多持有10個交易日。,觸及停損或第10個持有交易日收盤出場。,4357,1219,25.57,0.4523,-5.0,-19.9536,4.99,1.1223,2459,28.39,0.6662,1898,21.92,0.1753,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,medium,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_5ma_trailing_20d,隔日開盤買沿5MA續抱,訊號隔日開盤買進。,收盤跌破5MA出場。,最多持有20個交易日，未跌破則續抱至上限。,跌破5MA收盤或第20個持有交易日收盤出場。,4176,1194,33.69,0.1222,-2.8545,-26.2609,4.65,1.0301,2459,33.67,0.0909,1717,33.72,0.167,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_hold_5d,隔日開盤買固定5日,訊號隔日開盤買進。,無固定停損；僅統計歷史持有表現。,固定持有5個交易日。,第5個持有交易日收盤出場。,4454,1232,41.51,0.085,-1.8216,-36.7391,5.0,1.0196,2459,40.54,-0.0047,1995,42.71,0.1955,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,chase_day1_signal_low_stop_5d,漲停後第1天追價,訊號後第1個交易日開盤追價。,跌破訊號K低點停損。,最多持有5個交易日。,觸及停損或第5個持有交易日收盤出場。,4454,1232,33.21,0.0112,-2.6532,-26.1603,3.71,1.003,2459,34.4,-0.0147,1995,31.73,0.043,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,chase_day3_signal_low_stop_5d,漲停後第3天追價,訊號後第3個交易日開盤追價。,跌破訊號K低點停損。,最多持有5個交易日。,觸及停損或第5個持有交易日收盤出場。,4429,1229,29.13,-0.1617,-0.4762,-30.999,3.46,0.9462,2459,30.87,0.0803,1970,26.95,-0.4637,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,chase_day2_signal_low_stop_5d,漲停後第2天追價,訊號後第2個交易日開盤追價。,跌破訊號K低點停損。,最多持有5個交易日。,觸及停損或第5個持有交易日收盤出場。,4444,1230,30.27,-0.2808,-1.4085,-28.5714,3.55,0.9161,2459,31.96,-0.0985,1985,28.16,-0.5067,correction,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_tp10_signal_low_stop_20d,隔日開盤買10%停利訊號低點停損,訊號隔日開盤買進。,跌破訊號K低點停損。,最多持有20個交易日。,盤中觸及10%停利、觸及停損，或第20個持有交易日收盤出場。,4176,1194,39.06,-0.2902,-2.8005,-90.5777,5.07,0.929,2459,38.31,-0.2533,1717,40.13,-0.3431,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
volume_range_breakout,底部放量攻擊模型,simple_or_high_position_breakout,非長盤整低位階的一般突破,current_model_hit,next_open_tp5_signal_low_stop_10d,隔日開盤買5%停利訊號低點停損,訊號隔日開盤買進。,跌破訊號K低點停損。,最多持有10個交易日。,盤中觸及5%停利、觸及停損，或第10個持有交易日收盤出場。,4357,1219,50.52,-0.566,1.2939,-90.5777,2.91,0.8148,2459,50.47,-0.4176,1898,50.58,-0.7584,mild_bull,作為長盤整低位階突破的對照組。 同日同時觸及停利與停損時，採保守順序先檢查停損。,low,False,False,2026-07-05 04:45:41 Asia/Taipei,20250507,20260626,20260226
