generated_at,data_family_id,data_version,source_id,source_kind,market,industry_schema,source_url,raw_archive_ref,raw_payload_sha256,source_row_sha256,source_table_date,source_table_date_raw,observed_at,first_observed_at,source_available_at,availability_precision,pit_status,historical_pit_eligible,research_asof_join_allowed,allowed_for_formal_model_use,fiscal_year,fiscal_year_roc,fiscal_quarter,fiscal_period,statement_scope,period_basis,monetary_unit,per_share_unit,stock_id,stock_name,revision_id,revision_number,revision_count,supersedes_revision_id,is_latest_known_revision,operating_revenue,operating_cost,gross_profit,operating_expenses,operating_income,non_operating_income_expense,pretax_income,income_tax_expense,net_income,parent_net_income,basic_eps,gross_margin_pct,operating_margin_pct,net_margin_pct,margin_derivation_status,metric_completeness_status,source_metric_labels,provenance_status,numerical_anomaly_candidate,numerical_anomaly_triggers,anomaly_disposition,primary_metric_retained,anomaly_evidence_status,coverage_note
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,1dbd5385a934c1768096030c5236e79f8443f68550dccd188879d61d872650a5,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1580,新麥,92ba95dd9bf0887b62d3f034c0598390db3a83095a452cb49afbdc2e735a0cdf,1,1,,True,1094432,619918,474514,263365,211149,1150,212299,69644,142655,134795,2.73,43.3571,19.2930,13.0346,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,cd37fc3213dd1f4c64ba236d12e9467a5c459c294b801e08786f3978fce6afb7,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1584,精剛,2513af1ce0fed4bee229495d8dceafb19c03e7435ef7ee88d2593303c206b46f,1,1,,True,513036,457630,55406,37975,17431,5251,22682,2910,19772,20537,0.09,10.7996,3.3976,3.8539,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,ca9af513b32b5dc86c93c9d81e204b8c2dae27da5835700f3be8011ce9a83101,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1586,和勤,da2b4c53917ba166b089979bb1448b2b8d25a2420e0b750451c0679e3d4ec865,1,1,,True,547977,450744,97233,77008,20225,1904,22129,4667,17462,17462,0.17,17.7440,3.6908,3.1866,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,22f55bc062d74eb8b00a36cd0a0cd5aafbbfc908147c92b9f604b9597e841b21,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1591,駿吉-KY,96271c717fd93c95b03c96ba65d84454d9a2a13f765c98e280e1196fe1f9ae19,1,1,,True,132360,90412,41948,45781,-3833,-79,-3912,-716,-3196,-3196,-0.08,31.6924,-2.8959,-2.4146,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,870248054ba68858826ae76bb646fa0adceaf3893e9193b567099761d8d9737c,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1593,祺驊,7d02a63afebd897497783757ea1dd7c4c252a6ad3e9bde059e150b350f11ae19,1,1,,True,304502,211002,93500,65714,27786,9816,37602,6682,30920,23008,0.58,30.7059,9.1251,10.1543,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,80611be7a46961b49e2a459566f21d3cca66bb040726b1f1edb1bace21c236f7,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1595,川寶,e52cc16f557076860c99d98840d5317549a7194c811a55540e6c0733ab1bee93,1,1,,True,166389,142808,23581,78496,-54915,15842,-39073,1246,-40319,-40319,-0.74,14.1722,-33.0040,-24.2318,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,3a5d8604c3a1783b5792c88b0b0de503829d080713535177488b876e1759262b,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1599,宏佳騰,6f60427df2782065af57c374d30e91eb01457b10005aea381f64da8775553c4f,1,1,,True,642632,501117,141515,134845,6670,12431,19101,7356,11745,20037,0.28,22.0212,1.0379,1.8276,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,b844287989a8e09c43de319c7211b6c0fb12bc6fccd0848cb745ea14098fc1a3,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1742,台蠟,df9f06ed8ff0b9440059d972c0d0c3c17b362758dc0b6d8393422c2f6b2acc0d,1,1,,True,17633,16438,1195,16099,-14904,2506,-12398,0,-12398,-12398,-0.13,6.7771,-84.5233,-70.3113,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,b5b2bcd1a2a7b60dd55e085c7410c6b41a5b55af284b1851034e3e44d5824139,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1777,生泰,2971b26018a25e1daef1be0b47ea404bf1067f2e5f6b495fb8e5497952b567f2,1,1,,True,275573,164379,111194,33459,77735,11829,89564,17913,71651,,1.61,40.3501,28.2085,26.0007,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,2a784222f0ed2f27a6df42e153f8f6aaaac25e7dfe852d4340990d2bbafab172,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1780,立弘,5bb4583a0950758f9afe061eb15eede96f2dcb31e3e94c0d06222fd0141d564c,1,1,,True,240253,152006,88247,47647,40600,7578,48178,9642,38536,38536,0.4,36.7309,16.8989,16.0398,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,522c11b5cbdc6163afae5d4ae9309472ea3e62df988bc34227794b7fb790131d,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1781,合世,fd2151b37d602af1ea7617dbbb3555d316bd320a3a92568bb680f9e2babc4034,1,1,,True,96969,84831,12138,31097,-18959,11682,-7277,1610,-8887,-8887,-0.19,12.5174,-19.5516,-9.1648,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,45c80c02bc923e96e9e66ed33a65b9e6f87f0b9e5bde3cfba0968c44e1f28d21,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1784,訊聯,70f8c12e10bbf9c7d447ca5de7b1f29e4adfceff5d366a3f0f0c8d726a10eb5b,1,1,,True,314699,145361,169338,174426,-5088,8474,3386,4542,-1156,12372,0.25,53.8095,-1.6168,-0.3673,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,b645d8cea5974990d58ee403be799b8c8bb07b6da05006312b82dc47cd37ae93,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1785,光洋科,96f06848d3b04a8ba94107c5cd6e3f894eee5577bf27fa0f5a5940644bbb48c7,1,1,,True,14557891,11904165,2653726,632941,2020785,-10686,2010099,418207,1591892,1514364,2.54,18.2288,13.8810,10.9349,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,af93ed31135a23288d7493f36e6f9a2511d4460f0e9ab000f99c6f0175a61faa,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1788,杏昌,688499351a4c869b089ed46649e545f3dc0b11094ef643f4ada44466dc54b65a,1,1,,True,1145185,818514,326671,195561,131110,-38,131072,26768,104304,104304,2.34,28.5256,11.4488,9.1080,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,6cd690ff85eb99fb5e10f1494c7f028fcef41e77ae696ac69a7b145118413eb1,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1796,金穎生技,2448d361c32d751fe441ffc4dc59e3eb63c602b766bf498b65ce03f37f1229be,1,1,,True,153198,125127,28071,35624,-7553,1074,-6479,212,-6691,-6691,-0.16,18.3233,-4.9302,-4.3676,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,99a5f640761135e8b96141425deda23076debbe2d37ece3e7b98bef85d13225c,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,1799,易威,31a5f0c4c19623ea5b374592abe1bc03f2cb11fa1dd14ab3b9a912b912932574,1,1,,True,236695,113225,123470,105264,18206,3821,22027,80,21947,20388,0.16,52.1642,7.6918,9.2723,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
