generated_at,model_id,model_name_zh,parameter_set_id,parameter_summary,parameter_role,production_parity_status,parity_blocker,variant_of,pdf_visibility,entry_basis,selected_stock_days,selected_unique_stocks,best_close_horizon_d1_d10,best_close_win_rate_pct,best_avg_close_return_pct,sample_status,apply_status,notes,d1_mature_count,d1_close_win_rate_pct,d1_avg_close_return_pct,d1_avg_high_return_pct,d2_mature_count,d2_close_win_rate_pct,d2_avg_close_return_pct,d2_avg_high_return_pct,d3_mature_count,d3_close_win_rate_pct,d3_avg_close_return_pct,d3_avg_high_return_pct,d5_mature_count,d5_close_win_rate_pct,d5_avg_close_return_pct,d5_avg_high_return_pct,d10_mature_count,d10_close_win_rate_pct,d10_avg_close_return_pct,d10_avg_high_return_pct,d20_mature_count,d20_close_win_rate_pct,d20_avg_close_return_pct,d20_avg_high_return_pct
2026-07-10 17:20:48 Asia/Taipei,volume_range_breakout,放量攻擊模型,locked_limit_up_breakout_no_volume_gate,鎖量漲停突破前20日高點 2% + 漲幅 >= 9% + 一價或極窄區間；不要求量比或20日均量,parameter_variant,variant_not_baseline,,,deprecated_research_only_not_pdf_core,signal_date_next_open,683,384,D+10,43.1,0.97,ok_first_pass,candidate_parameter_review,這是現行放量攻擊模型的鎖量漲停旁路；不是全面降低一般突破的量比門檻。 Legacy v1 is isolated after the v2 split and must not be treated as a production PDF core model.,683,22.69,-1.26,1.59,682,51.61,0.25,6.22,681,46.4,0.7,9.03,671,43.07,0.52,12.67,652,43.1,0.97,17.07,606,42.74,1.13,24.18
2026-07-10 17:20:50 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,53892,1957,D+10,44.43,0.82,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,53892,38.92,-0.17,1.3,53412,41.49,-0.11,2.13,53039,42.6,-0.01,2.81,52511,43.57,0.22,4.0,51065,44.43,0.82,6.41,47666,45.55,2.11,10.52
2026-07-10 17:20:51 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.2,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,61229,1959,D+10,44.43,0.8,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,61229,39.08,-0.16,1.29,60715,41.66,-0.1,2.12,60277,42.75,0.01,2.8,59692,43.68,0.22,3.97,58106,44.43,0.8,6.34,54296,45.72,2.08,10.4
2026-07-10 17:20:53 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.5,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,67874,1959,D+10,44.34,0.78,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,67874,39.22,-0.16,1.28,67321,41.7,-0.1,2.11,66836,42.74,0.0,2.78,66191,43.63,0.22,3.94,64487,44.34,0.78,6.28,60281,45.8,2.07,10.32
2026-07-10 17:20:55 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,69135,1962,D+10,44.53,0.93,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,69135,38.98,-0.19,1.41,68539,41.69,-0.11,2.32,68069,42.71,0.0,3.05,67298,43.66,0.25,4.36,65414,44.53,0.93,6.96,61091,45.86,2.42,11.39
2026-07-10 17:20:57 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.2,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,79244,1963,D+10,44.57,0.92,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,79244,39.1,-0.18,1.4,78603,41.83,-0.1,2.31,78051,42.83,0.01,3.05,77197,43.81,0.26,4.33,75126,44.57,0.92,6.89,70225,46.07,2.42,11.3
2026-07-10 17:20:59 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.5,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,88731,1963,D+10,44.55,0.91,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,88731,39.17,-0.18,1.39,88036,41.84,-0.1,2.3,87414,42.8,0.01,3.03,86452,43.77,0.26,4.31,84206,44.55,0.91,6.85,78763,46.21,2.41,11.23
2026-07-10 17:21:01 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,77683,1963,D+10,44.77,1.03,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,77683,39.04,-0.19,1.48,77011,41.88,-0.11,2.45,76476,42.94,0.03,3.24,75576,43.82,0.3,4.61,73459,44.77,1.03,7.34,68636,46.19,2.63,11.98
2026-07-10 17:21:04 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.2,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,89480,1965,D+10,44.86,1.03,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,89480,39.19,-0.18,1.48,88752,42.03,-0.09,2.45,88120,43.09,0.04,3.24,87112,43.99,0.31,4.6,84767,44.86,1.03,7.3,79261,46.45,2.64,11.92
2026-07-10 17:21:06 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.5,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,100803,1965,D+10,44.86,1.02,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,100803,39.24,-0.18,1.48,100015,42.02,-0.09,2.44,99294,43.04,0.04,3.23,98157,43.95,0.31,4.58,95593,44.86,1.02,7.26,89433,46.61,2.63,11.86
2026-07-10 17:21:07 Asia/Taipei,price_pullback_23ema,股價回檔模型,volume_red_k_vol1.2,production proxy replay + 帶量紅K + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,31433,1968,D+10,42.42,0.38,ok_first_pass,candidate_parameter_review,研究買點濾網：回檔到23EMA/支撐後，用帶量紅K確認買盤承接；不要求突破，也不可寫回 production baseline。,31433,39.27,-0.13,1.38,31376,40.97,-0.08,2.25,31313,41.25,-0.05,2.88,30870,42.01,0.11,3.97,30307,42.42,0.38,6.02,28864,44.39,1.24,9.26
2026-07-10 17:21:07 Asia/Taipei,price_pullback_23ema,股價回檔模型,solid_volume_red_k_vol1.2,production proxy replay + 實體帶量紅K + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,16502,1936,D+10,42.62,0.38,ok_first_pass,candidate_parameter_review,研究買點濾網：回檔到23EMA/支撐後，用帶量紅K確認買盤承接；不要求突破，也不可寫回 production baseline。,16502,40.27,-0.07,1.38,16471,42.03,-0.05,2.24,16438,41.7,-0.05,2.84,16200,42.19,0.07,3.86,15879,42.62,0.38,5.86,15200,44.41,1.12,8.92
2026-07-10 17:21:08 Asia/Taipei,price_pullback_23ema,股價回檔模型,solid_volume_red_k_vol1.5,production proxy replay + 實體強量紅K + 量比 >= 1.5,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,10622,1884,D+10,42.07,0.24,ok_first_pass,candidate_parameter_review,研究買點濾網：回檔到23EMA/支撐後，用帶量紅K確認買盤承接；不要求突破，也不可寫回 production baseline。,10622,39.7,-0.11,1.41,10608,41.3,-0.12,2.28,10587,40.92,-0.13,2.89,10431,41.62,-0.02,3.9,10213,42.07,0.24,5.86,9756,43.57,0.94,8.93
2026-07-10 17:21:08 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,5590,906,D+9,48.0,0.67,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,5590,43.43,-0.11,2.27,5331,49.05,0.31,3.73,5076,45.51,0.04,4.79,4518,49.11,0.59,6.8,3276,47.16,0.54,9.4,1364,53.01,2.15,14.8
2026-07-10 17:21:08 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,6961,972,D+5,47.59,0.4,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,6961,43.08,-0.15,2.32,6649,47.65,0.22,3.83,6328,44.25,-0.1,4.88,5632,47.59,0.4,6.92,4163,45.45,0.18,9.47,1769,51.44,1.95,14.91
2026-07-10 17:21:08 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_supported_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_supported + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1278,428,D+5,53.74,1.26,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1278,46.24,0.1,1.9,1263,56.77,0.87,3.27,1248,53.21,0.93,4.33,1217,53.74,1.26,6.08,1150,49.48,0.88,8.56,549,58.29,3.4,14.26
2026-07-10 17:21:08 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_supported_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_supported + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1525,475,D+5,52.44,1.17,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,1525,46.16,0.09,1.95,1509,55.33,0.9,3.39,1491,52.18,0.93,4.49,1455,52.44,1.17,6.28,1383,47.58,0.5,8.62,679,56.26,2.9,14.02
2026-07-10 17:21:09 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,4312,842,D+9,47.45,0.56,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,4312,42.6,-0.17,2.38,4068,46.66,0.13,3.87,3828,43.0,-0.25,4.94,3301,47.41,0.34,7.07,2126,45.91,0.35,9.85,815,49.45,1.31,15.17
2026-07-10 17:21:09 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,5436,911,D+9,45.77,0.19,ok_first_pass,candidate_parameter_review,使用 strict no-lookahead 歷史族群狀態近似每日熱門族群標籤；營收不作為必要條件。,5436,42.22,-0.22,2.43,5140,45.39,0.02,3.96,4837,41.8,-0.42,5.01,4177,45.89,0.14,7.15,2780,44.39,0.02,9.9,1090,48.44,1.36,15.46
2026-07-10 17:21:14 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol5,股價位於 23 日區間上下 5% 內；營收確認由每日模型層欄位提供,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,231788,1928,D+10,44.12,0.4,ok_first_pass,candidate_parameter_review,歷史營收 feature panel 尚未完整，這裡先用價格未反應區間作第一版近似條件。,231788,39.08,-0.12,1.09,230845,41.86,-0.06,1.8,229932,42.88,0.0,2.36,228159,43.62,0.13,3.3,223801,44.12,0.4,5.15,215013,44.94,1.04,8.19
2026-07-10 17:21:20 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,range23_tol10,股價位於 23 日區間上下 10% 內；營收確認由每日模型層欄位提供,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,233315,1932,D+10,44.08,0.4,ok_first_pass,candidate_parameter_review,歷史營收 feature panel 尚未完整，這裡先用價格未反應區間作第一版近似條件。,233315,39.06,-0.12,1.1,232368,41.84,-0.06,1.82,231450,42.84,-0.0,2.38,229660,43.59,0.12,3.33,225282,44.08,0.4,5.18,216454,44.9,1.04,8.23
2026-07-10 17:21:21 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1,W底近似條件 + 右側結構墊高 + 量比 >= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,50271,1943,D+10,44.18,1.2,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,50271,38.65,-0.33,1.99,50075,40.97,-0.22,3.28,49790,41.32,-0.09,4.28,49075,42.44,0.23,5.91,48122,44.18,1.2,9.03,45177,47.82,3.65,14.65
2026-07-10 17:21:22 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.2,W底近似條件 + 右側結構墊高 + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,40561,1939,D+10,43.83,1.2,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,40561,38.32,-0.37,2.08,40406,40.44,-0.28,3.41,40177,40.76,-0.15,4.44,39568,41.82,0.18,6.12,38801,43.83,1.2,9.32,36457,47.62,3.72,15.05
2026-07-10 17:21:23 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.5,W底近似條件 + 右側結構墊高 + 量比 >= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,30348,1920,D+10,43.29,1.17,ok_first_pass,candidate_parameter_review,W底右側研究近似條件；正式升級仍需要圖形品質確認。,30348,37.94,-0.42,2.21,30238,39.96,-0.35,3.6,30070,40.22,-0.22,4.67,29601,41.32,0.1,6.41,29027,43.29,1.17,9.7,27265,47.14,3.74,15.58
2026-07-10 17:21:23 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.2,距 60 日高點下方 3% 內 + 量比 >= 1.2 + 23EMA 向上,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,11391,1656,D+10,43.0,0.86,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,11391,39.5,-0.22,1.81,11358,41.27,-0.2,2.94,11314,41.38,-0.16,3.77,11158,41.84,0.07,5.16,10966,43.0,0.86,7.8,10432,45.41,2.66,12.42
2026-07-10 17:21:24 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.5,距 60 日高點下方 3% 內 + 量比 >= 1.5 + 23EMA 向上,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,8289,1619,D+10,42.77,0.91,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,8289,39.15,-0.25,1.95,8267,40.95,-0.25,3.15,8232,41.24,-0.2,4.03,8107,41.99,0.03,5.49,7965,42.77,0.91,8.26,7570,45.15,2.85,13.17
2026-07-10 17:21:24 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.2,距 60 日高點下方 5% 內 + 量比 >= 1.2 + 23EMA 向上,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,19330,1794,D+10,43.12,0.85,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,19330,39.21,-0.25,1.82,19272,41.36,-0.2,2.96,19186,41.12,-0.14,3.83,18938,41.87,0.1,5.26,18608,43.12,0.85,7.94,17599,45.82,2.78,12.67
2026-07-10 17:21:25 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.5,距 60 日高點下方 5% 內 + 量比 >= 1.5 + 23EMA 向上,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,13756,1774,D+10,42.94,0.94,ok_first_pass,candidate_parameter_review,用來提前 1 到 5 個交易日觀察突破前壓力挑戰；不是嚴格突破模型。,13756,38.83,-0.29,1.94,13716,40.86,-0.26,3.15,13653,40.69,-0.19,4.06,13466,41.57,0.07,5.57,13224,42.94,0.94,8.4,12470,45.49,3.0,13.4
2026-07-10 17:21:25 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.2,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,8902,1641,D+10,42.51,0.34,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,8902,39.27,-0.16,1.27,8881,41.94,-0.09,2.06,8864,41.66,-0.09,2.65,8753,41.56,-0.01,3.57,8623,42.51,0.34,5.44,8369,43.53,1.17,8.52
2026-07-10 17:21:25 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near3_vol1.5,20日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,6331,1589,D+10,42.26,0.34,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,6331,38.11,-0.23,1.34,6321,40.75,-0.16,2.16,6308,40.93,-0.14,2.78,6218,40.9,-0.07,3.75,6121,42.26,0.34,5.75,5949,42.86,1.18,8.95
2026-07-10 17:21:26 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.2,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,11746,1747,D+10,42.53,0.38,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,11746,39.67,-0.12,1.29,11722,41.73,-0.05,2.11,11695,41.51,-0.04,2.7,11543,41.64,0.03,3.64,11380,42.53,0.38,5.52,11029,43.68,1.11,8.61
2026-07-10 17:21:26 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.5,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,8090,1691,D+10,42.7,0.44,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,8090,38.91,-0.18,1.37,8078,41.04,-0.09,2.24,8059,41.23,-0.06,2.85,7941,41.46,0.03,3.85,7817,42.7,0.44,5.86,7582,43.08,1.14,9.04
2026-07-10 17:21:26 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.2,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,6033,1352,D+10,41.64,0.21,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,6033,39.57,-0.13,1.19,6018,41.96,-0.11,1.92,6003,40.96,-0.12,2.46,5916,40.47,-0.09,3.29,5826,41.64,0.21,5.02,5661,43.03,0.86,7.77
2026-07-10 17:21:26 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near3_vol1.5,30日區間寬度 <= 18% + 距區間上緣 3% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,4336,1294,D+10,41.82,0.19,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,4336,38.49,-0.19,1.27,4330,40.88,-0.17,2.03,4319,40.45,-0.17,2.61,4248,40.3,-0.1,3.49,4187,41.82,0.19,5.34,4079,42.19,0.78,8.15
2026-07-10 17:21:27 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.2,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.2 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,8365,1487,D+10,41.78,0.21,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,8365,39.74,-0.1,1.2,8347,41.98,-0.08,1.93,8328,41.2,-0.1,2.46,8201,40.97,-0.06,3.29,8081,41.78,0.21,5.0,7838,43.43,0.89,7.82
2026-07-10 17:21:27 Asia/Taipei,platform_strengthening,平台整理轉強模型,w30_near5_vol1.5,30日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,parameter_variant,variant_not_baseline,,,research_only_not_pdf_core,signal_date_next_open,5887,1438,D+10,41.82,0.19,ok_first_pass,candidate_parameter_review,平台模型尋找波動收斂後、接近上緣時量能回升的型態。,5887,38.97,-0.16,1.27,5880,41.04,-0.13,2.04,5867,40.63,-0.15,2.6,5769,40.93,-0.07,3.48,5681,41.82,0.19,5.31,5523,42.57,0.81,8.16
2026-07-10 17:21:27 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3121,1127,D+10,47.78,1.73,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,3121,38.19,-0.3,2.02,3112,41.29,-0.05,3.29,3078,43.47,0.33,4.37,3061,45.48,0.92,6.21,2995,47.78,1.73,9.75,2733,53.75,5.28,16.38
2026-07-10 17:21:27 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1.2,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2185,981,D+10,47.99,1.84,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,2185,37.76,-0.3,2.05,2179,40.71,-0.07,3.33,2151,43.56,0.38,4.47,2139,45.86,0.99,6.32,2090,47.99,1.84,9.96,1897,53.61,5.43,16.69
2026-07-10 17:21:27 Asia/Taipei,pullback_short_reclaim,回檔後短線轉強模型,prior20up_reclaim_vol1.5,前 20 日漲幅 >= 10% + 距 23EMA -1% 至 6% + MACD 柱狀體 > 0 + 量比 >= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1364,782,D+10,46.35,1.76,ok_first_pass,candidate_parameter_review,尋找前段上漲後回檔未破結構、並重新恢復短線動能的股票。,1364,38.71,-0.26,2.12,1361,39.9,-0.07,3.42,1344,43.45,0.42,4.59,1340,45.22,0.96,6.41,1303,46.35,1.76,9.96,1168,54.88,6.03,17.27
2026-07-10 17:21:28 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up1_range10,TDCC 連續增加週數 >= 1 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,47726,1796,D+10,49.76,1.47,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,47726,40.81,-0.14,1.67,46708,43.61,-0.02,2.75,45708,44.45,0.11,3.61,43699,47.6,0.56,5.16,38589,49.76,1.47,8.02,28984,54.03,2.87,12.76
2026-07-10 17:21:29 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up2_range10,TDCC 連續增加週數 >= 2 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,30805,1528,D+10,51.23,1.54,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,30805,42.13,-0.06,1.66,30093,45.69,0.12,2.75,29391,46.62,0.3,3.62,27978,49.68,0.8,5.18,24371,51.23,1.54,7.88,17792,54.41,2.8,12.26
2026-07-10 17:21:30 Asia/Taipei,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_up3_range10,TDCC 連續增加週數 >= 3 + 股價位於 23 日區間上下 10% 內 + 20 日漲幅 <= 20%,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,20578,1176,D+9,50.11,1.1,ok_first_pass,candidate_parameter_review,目前使用本地 TDCC 歷史資料；完整歷史 phase panel 可用後再升級 phase 篩選。,20578,41.66,-0.09,1.58,20048,44.96,0.02,2.58,19524,45.71,0.14,3.37,18472,49.37,0.63,4.79,15989,49.3,1.08,7.28,11044,52.65,2.07,10.97
2026-07-10 17:21:30 Asia/Taipei,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,all_thresholds_up_ret5_10_30_macd,四級距同步增加 + 5日漲幅 10% 至 30% + MACD 柱狀體 > 0,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2163,614,D+10,45.02,2.36,ok_first_pass,candidate_parameter_review,短線延續專項，不是低位吸籌模型。,2163,38.28,-0.68,3.03,2137,38.47,-0.63,5.2,2108,39.04,-0.47,6.81,1960,41.68,0.31,9.59,1866,45.02,2.36,14.55,1449,50.24,6.86,23.47
2026-07-10 17:21:30 Asia/Taipei,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,high_thresholds_ret5_10_30_ret10_20_50_kd,高級距增加 + 5日漲幅 10% 至 30% + 10日漲幅 20% 至 50% + KD 多方但未過熱,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,371,245,D+10,47.38,2.84,ok_first_pass,candidate_parameter_review,短線延續研究；報酬統計使用訊號日隔天開盤到 D+1 至 D+10。,371,37.2,-0.83,3.44,367,41.14,-0.28,5.73,363,40.5,-0.09,7.56,348,41.67,0.34,10.49,325,47.38,2.84,16.1,268,51.87,6.77,25.72
