generated_at,domain,subject,status,ownership_mode,consumer_count,evidence,remaining_gap
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,financial_statement_pit_coverage_audit,PASS,approved_shared_objective,1,writer=scripts/build_financial_statement_pit.py; write_scope=output/latest/research_backtest/financial_statement_pit_coverage_latest.csv; access=read_only_coverage_readiness_audit; contract_sha256=a4357224e45bcab9e0c14b2bb8e5b83c231e426db21e1dbe97506c06859c931d; migration=historical_financial_statement_pit_revision_guard_and_data_eshop_v4_20260717; decision=user_requested_historical_financial_statement_official_source_continuation_20260717,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,financial_statement_historical_pit_source_audit,PASS,approved_shared_objective,1,writer=scripts/build_financial_statement_historical_pit_source_audit.py; write_scope=output/latest/research_backtest/financial_statement_historical_pit_source_audit_latest.csv; access=read_only_source_contract_audit; contract_sha256=975dccb3546cea31bb05f28c3ccd5b5ecf1015898e84abff99b603c784e2bfcb; migration=historical_financial_statement_pit_revision_guard_and_data_eshop_v4_20260717; decision=user_requested_historical_financial_statement_official_source_continuation_20260717,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,official_warrant_flow_current_snapshot,CONTAINED,latest_context_not_historical,3,writer=build_warrant_flow_latest.py; write_scope=output/latest/warrant_flow_latest.csv; access=current_projection_parity_and_pinned_committed_revision_lineage_audit_only; contract_sha256=a7bccc9ab66457283c1070606fc8ef763a07920642255aa79740ab93b3c69d19; migration=theme_warrant_lineage_revision_contract_20260801; decision=user_authorized_theme_warrant_lineage_revision_contract_20260801,legacy/latest/audit data is barred from formal model evidence
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_forward_holdout,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_forward_holdout_manifest_latest.csv; access=owner_model_research_only; contract_sha256=64a0b285a5065dd2d4484cca544d31f5b6e887f1bb9a4bf6e076582edd66b561; migration=revenue_forward_holdout_replay_source_detail_20260812; decision=user_authorized_revenue_forward_holdout_replay_input_20260812,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_forward_holdout_v2,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_forward_holdout_v2_manifest_latest.csv; access=owner_model_research_only; contract_sha256=c6b470bac41b9bc21943aaa9e5781018ae5ed65ccc65fa2f49d4f1c8e0b707f4; migration=revenue_forward_holdout_v2_migration_20260828; decision=user_authorized_2A_20260828,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,volume_v2_watch_committed_lineage_audit,PASS,model_family_owned_not_shared,3,writer=scripts/build_volume_breakout_watch.py; write_scope=output/latest/volume_breakout_watch_latest.csv; access=read_only_exact_sha_pinned_committed_git_lineage_audit_only; contract_sha256=827f6fc904d42af8460bbe3603382903bb41fff09fd08471025eb68980803f90; migration=volume_v2_watch_committed_lineage_audit_20260815; decision=user_authorized_volume_v2_advisory_lineage_refresh_1a_20260815,none
2026-09-02 20:13:23 Asia/Taipei,numerical_anomaly_governance,repo_wide_root_cause_disposition_contract,PASS,repo_wide_governance_contract,all_models,contract=config/daily_model_numerical_anomaly_disposition_contract.csv; dispositions=5; threshold_only_final_disposition_forbidden,none
2026-09-02 20:13:23 Asia/Taipei,numerical_anomaly_governance,monthly_revenue_history_legacy_threshold_flag,CONTAINED,legacy_threshold_flag_candidate_only,1,full_monthly_revenue_numerical_anomaly_flag must not auto-exclude primary model metrics,source schema still uses a legacy anomaly field name and must be treated as candidate-only
2026-09-02 20:13:23 Asia/Taipei,numerical_anomaly_governance,revenue_unreacted_range,CONTAINED,model_owned_root_cause_pending,1,primary metrics retain unresolved source/path/return candidates; exclusion views are sensitivity-only,"corporate-action PIT, independent-source corroboration, and adjustment-basis checks remain incomplete"
2026-09-02 20:13:23 Asia/Taipei,numerical_anomaly_governance,price_pullback_23ema,CONTAINED,model_owned_root_cause_pending,1,legacy 2380 data-quality row is downgraded to an unresolved candidate and retained in primary metrics,all root-cause checks must complete before any candidate may be excluded
2026-09-02 20:13:23 Asia/Taipei,numerical_anomaly_governance,volume_range_breakout_v2_legacy_quantile_artifacts,CONTAINED,legacy_threshold_artifacts_contained,1,quantile-labelled anomaly artifacts are barred from formal evidence pins,republish under the root-cause disposition contract before reopening or promotion
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,hot_theme_pullback,PASS,model_owned_write,1,research_baseline_status=production_proxy; producer=scripts/build_hot_theme_pullback_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,neckline_volume_breakout_confirmation,CONTAINED,no_enabled_model_owned_research_entrypoint,1,research_baseline_status=production_parity; producer=none; research workflow cannot fall back to the legacy aggregate,before reopening research this model needs its own producer artifact allowlist and sentinel test
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,price_pullback_23ema,PASS,model_owned_write,1,research_baseline_status=production_parity; producer=scripts/build_price_pullback_23ema_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,pullback_short_reclaim,PASS,model_owned_write,1,research_baseline_status=production_proxy; producer=scripts/build_pullback_short_reclaim_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,revenue_unreacted_range,PASS,model_owned_write,1,research_baseline_status=production_parity; producer=scripts/build_revenue_unreacted_range_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,tdcc_short_term_continuation_d5_d10,PASS,model_owned_write,1,research_baseline_status=production_proxy; producer=scripts/build_tdcc_short_term_continuation_d5_d10_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,tdcc_stealth_accumulation,PASS,model_owned_write,1,research_baseline_status=production_proxy; producer=scripts/build_tdcc_stealth_accumulation_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,volume_range_breakout_v2_high_position_volume_attack,PASS,model_owned_write,1,research_baseline_status=production_parity; producer=scripts/build_volume_range_breakout_v2_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,volume_range_breakout_v2_low_position_volume_attack,PASS,model_owned_write,1,research_baseline_status=production_parity; producer=scripts/build_volume_range_breakout_v2_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,volume_range_breakout_v2_mid_position_momentum_attack,PASS,model_owned_write,1,research_baseline_status=production_parity; producer=scripts/build_volume_range_breakout_v2_research.py; research workflow cannot fall back to the legacy aggregate,none
2026-09-02 20:13:23 Asia/Taipei,research_producer_ownership,w_bottom_right_side,CONTAINED,no_enabled_model_owned_research_entrypoint,1,research_baseline_status=production_parity; producer=none; research workflow cannot fall back to the legacy aggregate,before reopening research this model needs its own producer artifact allowlist and sentinel test
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,neckline_volume_breakout_confirmation,PASS,pinned_formal_evidence,1,operation_contract=neckline_strict_45_signal_90_score_v1; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,price_pullback_23ema,PASS,pinned_formal_evidence,1,operation_contract=daily_price_pullback_23ema_operation_section; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,revenue_unreacted_range,PASS,pinned_formal_evidence,1,operation_contract=revenue_unreacted_range_source_mid_falling_v2_operation_v2; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,volume_range_breakout_v2_high_position_volume_attack,PASS,pinned_formal_evidence,1,operation_contract=volume_range_breakout_v2_high_position_operation_v1; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,volume_range_breakout_v2_low_position_volume_attack,PASS,pinned_formal_evidence,1,operation_contract=volume_range_breakout_v2_low_position_operation_v1; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,volume_range_breakout_v2_mid_position_momentum_attack,PASS,pinned_formal_evidence,1,operation_contract=volume_range_breakout_v2_mid_position_operation_v1; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,formal_evidence_binding,w_bottom_right_side,PASS,pinned_formal_evidence,1,operation_contract=w_bottom_early_entry_operation_v2; evidence_pin=True,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/audit_daily_candidate_model_selection_correctness.py,DISCLOSED_NOT_INDEPENDENT,implementation_consistency_audit,1,imports_production_symbols=VOLUME_BREAKOUT_V2_HIGH_MODEL_ID;VOLUME_BREAKOUT_V2_LOW_MODEL_ID;VOLUME_BREAKOUT_V2_MID_MODEL_ID;active_price_attack_for_early_models;build_signals;build_specs;cond_neckline_volume_breakout_confirmation;cond_w_bottom_right;ema23_slope_proxy_up;near_ema23_or_support;price_pullback_obv_above_ma20;price_pullback_return20_0_25;price_pullback_tdcc_high_thresholds_up;volume_v2_model_memberships; allowed_use=implementation_consistency_only_not_promotion_proof,may verify implementation consistency only; cannot prove model correctness independently
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/audit_daily_candidate_pipeline_integrity.py,DISCLOSED_NOT_INDEPENDENT,implementation_consistency_audit,1,imports_production_symbols=build_specs; allowed_use=implementation_consistency_only_not_promotion_proof,may verify implementation consistency only; cannot prove model correctness independently
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_daily_model_research_parity.py,DISCLOSED_NOT_INDEPENDENT,production_research_contract_consistency,1,imports_production_symbols=build_parameter_table;build_specs; allowed_use=contract_consistency_only_not_promotion_proof,may verify implementation consistency only; cannot prove model correctness independently
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_model_data_independence.py,PASS,independent_contract_ast_guard,1,imports_production_symbols=none; allowed_use=independent_ownership_and_ast_evidence,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,PASS,independent_contract_ast_guard,1,imports_production_symbols=none; allowed_use=independent_fail_closed_contract_ast_evidence,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_monthly_revenue_cross_market_resolution.py,PASS,independent_source_lineage_validator,1,imports_production_symbols=none; allowed_use=independent_research_source_lineage_evidence_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py,PASS,independent_research_replay_validator,1,imports_production_symbols=none; allowed_use=independent_research_replay_evidence_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_promotion_preparation.py,PASS,independent_contract_artifact_binding_validator,1,imports_production_symbols=none; allowed_use=independent_promotion_preparation_contract_and_artifact_binding_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_research_against_stock_model_contract.py,DISCLOSED_NOT_INDEPENDENT,production_research_contract_consistency,1,imports_production_symbols=build_parameter_table;build_specs; allowed_use=contract_consistency_only_not_promotion_proof,may verify implementation consistency only; cannot prove model correctness independently
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_source_snapshot_projection.py,PASS,independent_source_lineage_validator,1,imports_production_symbols=none; allowed_use=independent_research_source_snapshot_lineage_evidence_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_source_snapshot_projection_v1_v2_diff.py,PASS,independent_contract_artifact_binding_validator,1,imports_production_symbols=none; allowed_use=independent_research_projection_version_diff_evidence_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_forward_holdout.py,PASS,input_bound_in_process_independent_validator,1,imports_production_symbols=none; allowed_use=independent_input_bound_research_validation_only_not_promotion_proof,none
2026-09-02 20:13:23 Asia/Taipei,validator_independence,scripts/validate_revenue_unreacted_range_forward_holdout_v2.py,PASS,input_bound_in_process_independent_validator,1,imports_production_symbols=none; allowed_use=independent_input_bound_research_validation_only_not_promotion_proof,none
