rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh
134,20260807,6603,富強鑫,機器人自動化 / 電機機械待細分,mainstream_leader,15.41,15.41,0.07000000000000028,1.1700000000000017,0.7199999999999989,0.21000000000000085,2.1700000000000017,5.41,2,5.0,5.0,1500.55,0.0,0,0.0,4,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,0.1945525291828787,2.101506740682013,10.408010471906737,有效級距增加 2/4（門檻 >0.5）；股價領先 TDCC / 追高風險
135,20260807,5274,信驊,半導體業,mainstream_leader,15.34,15.34,0.45999999999999375,0.5100000000000016,0.5,3.09,4.559999999999995,15.34,2,5.0,5.0,306.5,10.0,0,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,19.856887298747772,16.91620423690363,10.678710638222766,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 後股價過熱
136,20260807,4931,新盛力,電源 / BBU,non_mainstream_watch,15.33,15.33,2.5500000000000007,2.7200000000000024,0.46000000000000085,0.2400000000000002,5.970000000000004,10.33,2,5.0,0.0,4563.85,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-19.66911764705882,6.598365654348104,5.958390587714035,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
137,20260807,6175,立敦,電子零組件業,mainstream_leader,15.27,15.27,-0.05000000000000426,0.23000000000000398,0.740000000000002,0.6599999999999966,1.6300000000000026,5.27,2,5.0,5.0,3598.7,0.0,1,0.0,2,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-28.13084112149532,-10.54498923980689,-8.919573753639607,有效級距增加 2/4（門檻 >0.5）；TDCC 與股價背離
138,20260807,6531,愛普*,矽智財,mainstream_leader,15.1,15.1,0.029999999999986926,0.6000000000000014,-0.75,1.5300000000000011,2.1599999999999895,5.1,2,5.0,5.0,3112.48,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
139,20260807,2472,立隆電,被動元件,mainstream_leader,15.03,15.03,-0.21999999999999886,0.8399999999999963,0.8299999999999983,0.2700000000000031,1.9399999999999977,5.03,2,5.0,5.0,5103.36,0.0,0,0.0,4,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-32.193732193732195,-12.306558585114214,-13.2903105363004,有效級距增加 2/4（門檻 >0.5）；TDCC 與股價背離
140,20260807,3545,敦泰,半導體業,mainstream_leader,14.86,14.86,0.5700000000000003,0.39000000000000057,-0.19000000000000128,1.0199999999999996,1.9800000000000004,4.86,2,5.0,5.0,1165.29,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
141,20260807,3465,進泰電子,其他電子業,mainstream_leader,14.73,14.73,1.8100000000000023,2.490000000000002,-0.9399999999999977,0.18999999999999773,4.490000000000002,4.73,2,5.0,5.0,58300.0,0.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
142,20260807,2392,正崴,電子零組件業,mainstream_leader,14.72,14.72,0.5500000000000043,0.5800000000000054,0.4299999999999997,0.4299999999999997,1.990000000000009,4.72,2,5.0,5.0,1768.4,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-0.5319148936170248,5.300204124727248,4.0789134389695665,有效級距增加 2/4（門檻 >0.5）；價格資料不足
143,20260807,3685,元創精密,機器人自動化 / 電機機械待細分,mainstream_leader,14.72,14.72,1.2000000000000028,0.10999999999999943,1.1000000000000014,0.0,2.4100000000000037,4.72,2,5.0,5.0,1795.05,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
144,20260807,3491,昇達科,低軌衛星,non_mainstream_watch,14.67,14.67,0.29999999999999716,1.25,0.2900000000000027,1.5,3.34,9.67,2,5.0,0.0,2075.1,0.0,0,0.0,5,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,12.970711297071125,13.032193243186674,6.738506698018831,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
145,20260807,3363,上詮,CPO光通訊,mainstream_leader,14.66,14.66,-0.39000000000000057,1.1799999999999997,0.7900000000000027,0.08000000000000185,2.0500000000000043,4.66,2,5.0,5.0,3203.55,0.0,0,0.0,3,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-5.625000000000002,9.430202011051714,5.439042155769891,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
146,20260807,1795,美時,生技醫療業,mainstream_leader,14.61,14.61,0.35999999999999943,0.8699999999999974,-0.18999999999999773,0.7700000000000031,2.0,4.61,2,5.0,5.0,1866.19,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
147,20260807,3030,德律,其他電子業,mainstream_leader,14.48,14.48,0.7100000000000009,0.3100000000000023,0.6500000000000057,0.30000000000000426,1.970000000000013,4.48,2,5.0,5.0,1794.87,0.0,0,0.0,5,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-2.9556650246305383,2.4263431542461023,0.140537277566688,有效級距增加 2/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
148,20260807,1568,倉佑,汽車工業,mainstream_leader,14.37,14.37,0.07000000000000739,0.519999999999996,1.1799999999999997,1.1799999999999997,2.950000000000003,9.37,3,10.0,5.0,741.64,10.0,1,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-15.25925925925925,-1.8278554878571995,-1.5769891148193604,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
149,20260807,3339,泰谷,光電業,mainstream_leader,14.36,14.36,0.35999999999999943,0.35999999999999943,0.35999999999999943,1.8000000000000007,2.879999999999999,9.36,1,0.0,5.0,1309.4,0.0,0,0.0,4,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,3.5714285714285587,13.956915304189188,17.419856377958066,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
150,20260807,3594,磐儀,電腦及週邊設備業,non_mainstream_watch,14.31,14.31,2.539999999999999,0.3299999999999983,0.3299999999999983,1.2800000000000011,4.479999999999997,9.31,2,5.0,0.0,1990.35,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,9.867172675521818,10.649276193206237,4.828972570174828,有效級距增加 2/4（門檻 >0.5）；價格資料不足
151,20260807,3005,神基,電腦及週邊設備業,non_mainstream_watch,14.28,14.28,0.5400000000000063,0.5799999999999983,0.7000000000000028,0.11999999999999034,1.9399999999999977,4.28,3,10.0,0.0,5132.12,0.0,0,0.0,6,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,7.441860465116279,2.212389380530966,2.2399199431735073,有效級距增加 3/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
152,20260807,1717,長興,特化材料,mainstream_leader,14.13,14.13,0.539999999999992,0.45000000000000284,0.5100000000000051,0.28999999999999915,1.7899999999999991,4.13,2,5.0,5.0,11439.2,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-13.68970013037809,3.3648216098056016,7.080059834069974,有效級距增加 2/4（門檻 >0.5）；價格資料不足
153,20260807,8105,凌巨,光電業,mainstream_leader,14.1,14.1,0.21000000000000085,0.0899999999999963,0.529999999999994,0.5300000000000011,1.3599999999999923,4.1,2,5.0,5.0,4026.58,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-18.918918918918926,-2.6261434051342625,-3.59196203613188,有效級距增加 2/4（門檻 >0.5）；價格資料不足
154,20260807,2467,志聖,半導體設備 / CoWoS,mainstream_leader,14.01,14.01,0.21999999999999886,0.3299999999999983,-0.05000000000000426,2.0700000000000003,2.6199999999999974,9.01,1,0.0,5.0,1806.96,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
155,20260807,5516,雙喜,建材營造,mainstream_leader,14.0,14.0,1.1599999999999966,1.4199999999999875,0.0,0.0,2.579999999999984,4.0,2,5.0,5.0,76700.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
156,20260807,3014,聯陽,半導體業,mainstream_leader,13.9,13.9,1.639999999999997,0.6099999999999994,0.16000000000000014,0.14000000000000057,2.549999999999997,3.9,2,5.0,5.0,1607.12,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-14.983713355048856,0.9085636961144505,-0.2826508680356721,有效級距增加 2/4（門檻 >0.5）；價格資料不足
157,20260807,6217,中探針,電子零組件業,mainstream_leader,13.88,13.88,0.019999999999999574,-0.9699999999999989,0.8000000000000007,0.8499999999999979,1.6699999999999982,3.88,2,5.0,5.0,2165.75,0.0,1,0.0,2,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-36.417322834645674,-3.840428699017562,-2.107647148135028,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
158,20260807,6691,洋基工程,其他電子業,mainstream_leader,13.7,13.7,0.8100000000000023,0.4099999999999966,1.009999999999998,1.009999999999998,3.239999999999995,8.7,3,10.0,5.0,693.87,10.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.9790209790209836,3.735632183908044,-0.6180850052303177,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
159,20260807,8155,博智,電子零組件業,mainstream_leader,12.92,12.92,1.0300000000000011,1.0900000000000034,-0.14999999999999858,0.03999999999999915,2.1600000000000037,2.92,2,5.0,5.0,1001.0,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
160,20260807,6163,華電網,資訊服務業,mainstream_leader,12.91,12.91,0.509999999999998,0.480000000000004,0.9600000000000009,-0.35999999999999943,1.9500000000000028,2.91,2,5.0,5.0,1496.35,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
161,20260807,8431,匯鑽科,其他電子業,mainstream_leader,12.85,12.85,-0.4299999999999997,0.41000000000000014,1.7799999999999976,1.7799999999999994,3.969999999999997,12.85,2,5.0,5.0,398.3,10.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.3806706114398493,4.32968179447053,3.394865414679038,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
162,20260807,6579,研揚,電腦及週邊設備業,mainstream_leader,12.79,12.79,0.8999999999999915,0.10999999999999943,0.5700000000000074,-0.009999999999990905,1.5799999999999983,2.79,2,5.0,5.0,1212.41,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
163,20260807,6205,詮欣,電子零組件業,mainstream_leader,12.75,12.75,0.8999999999999986,0.8999999999999986,0.030000000000001137,1.2399999999999949,3.069999999999993,7.75,3,10.0,5.0,649.64,10.0,0,0.0,4,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-16.805555555555564,-1.7549614564539961,-3.6821945942714147,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
164,20260807,3520,華盈,電子零組件業,mainstream_leader,12.67,12.67,1.2700000000000031,1.25,1.2999999999999972,0.0,3.8200000000000003,7.67,3,10.0,5.0,747.15,10.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
165,20260807,6616,特昇-KY,居家生活,mainstream_leader,12.62,12.62,0.1700000000000017,0.14000000000000057,2.3900000000000006,0.0,2.700000000000003,7.62,1,0.0,5.0,22700.0,0.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
166,20260807,2493,揚博,電子零組件業,mainstream_leader,12.24,12.24,-0.6400000000000006,0.14999999999999858,2.259999999999998,0.20000000000000284,2.6099999999999994,7.24,1,0.0,5.0,3865.66,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-18.518518518518523,-0.2154439278829745,-6.301855611220574,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
167,20260807,6209,今國光,光電業,non_mainstream_watch,12.08,12.08,1.4699999999999989,0.36999999999999744,0.44999999999999574,0.8799999999999955,3.1699999999999875,7.08,2,5.0,0.0,6021.94,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-1.9181585677749413,8.494235801683292,7.302317940547532,有效級距增加 2/4（門檻 >0.5）；TDCC 後股價過熱
168,20260807,6578,達邦蛋白,農業科技,mainstream_leader,11.96,11.96,0.5799999999999983,1.259999999999998,1.259999999999998,0.01999999999999602,3.1199999999999903,6.96,3,10.0,5.0,162.9,10.0,0,0.0,6,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,13.939393939393941,12.82820705176293,19.301021582515144,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；股價領先 TDCC / 追高風險
169,20260807,2413,環科,電子零組件業,mainstream_leader,11.91,11.91,0.8899999999999935,0.509999999999998,0.0,0.0,1.3999999999999915,1.91,2,5.0,5.0,1053.79,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
170,20260807,6127,九豪,電子零組件業,mainstream_leader,11.62,11.62,-0.36999999999999744,0.8299999999999983,1.509999999999998,-1.0500000000000007,2.3399999999999963,1.62,2,5.0,5.0,4526.2,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
171,20260807,3088,艾訊,電腦及週邊設備業,non_mainstream_watch,11.49,11.49,-0.20000000000000284,-0.19999999999999574,1.0300000000000011,1.0,2.030000000000001,6.49,2,5.0,0.0,2582.15,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
172,20260807,2332,友訊,通信網路業,non_mainstream_watch,11.21,11.21,0.36000000000000654,0.5799999999999983,0.9100000000000037,0.490000000000002,2.3400000000000105,6.21,2,5.0,0.0,60642.21,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,3.65296803652968,-0.9490563979491662,1.8170911200143025,有效級距增加 2/4（門檻 >0.5）；價格資料不足
173,20260807,8097,常珵,通信網路業,mainstream_leader,11.04,11.04,-0.010000000000005116,0.04999999999999716,0.05000000000001137,1.4500000000000028,1.5500000000000114,6.04,1,0.0,5.0,75750.0,0.0,0,0.0,9,False,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-9.913043478260875,-2.3010184835911107,1.9363299073143048,有效級距增加 1/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
174,20260807,3135,凌航,半導體業,mainstream_leader,10.98,10.98,0.21000000000000085,0.21000000000000085,0.21000000000000085,1.1799999999999997,1.8100000000000023,5.98,1,0.0,5.0,1910.72,0.0,0,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,8.746355685131203,19.112246527223387,24.81113873906192,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
175,20260807,8021,尖點,其他電子業,mainstream_leader,10.83,10.83,0.5,-0.75,-0.3500000000000014,1.9699999999999989,2.469999999999999,5.83,1,0.0,5.0,4533.01,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
176,20260807,3024,憶聲,光電業,non_mainstream_watch,10.82,10.82,0.4799999999999969,0.3299999999999983,0.8399999999999963,0.5399999999999991,2.1899999999999906,5.82,2,5.0,0.0,2907.69,0.0,1,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,1.2048192771084265,-2.1739130434782705,-4.427854971629907,有效級距增加 2/4（門檻 >0.5）；TDCC 與股價背離
177,20260807,9103,美德醫療-DR,DR / 外國上市,mainstream_leader,10.47,10.47,0.17999999999999972,0.17000000000000082,0.16999999999999993,1.1099999999999994,1.63,5.47,1,0.0,5.0,2044.61,0.0,0,0.0,6,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,2.7504911591355707,0.48030739673392553,-8.24819808467281,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
178,20260807,3563,牧德,光電業,mainstream_leader,10.38,10.38,1.2100000000000009,0.46000000000000085,0.4299999999999997,1.7399999999999949,3.8399999999999963,10.38,2,5.0,5.0,669.4,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-3.5063113604488105,5.030150370200759,2.5549567410401486,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
179,20260807,6419,京晨科,光電業,mainstream_leader,10.23,10.23,0.5300000000000011,4.850000000000001,0.0,0.0,5.380000000000003,10.23,2,5.0,5.0,215.1,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
180,20260807,6257,矽格,半導體業,mainstream_leader,10.14,10.14,0.21999999999999886,0.3399999999999963,0.35999999999999943,0.7899999999999991,1.7099999999999937,5.14,1,0.0,5.0,5966.19,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-15.337423312883436,-2.4505183788878337,-7.92927424028912,有效級距增加 1/4（門檻 >0.5）；價格資料不足
181,20260807,2356,英業達,AI伺服器,non_mainstream_watch,10.13,10.13,0.46999999999999886,0.519999999999996,0.5,0.5300000000000011,2.019999999999996,5.13,2,5.0,0.0,42297.93,0.0,0,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.0574018126888296,4.942722102058794,4.446059373982559,有效級距增加 2/4（門檻 >0.5）；價格資料不足
182,20260807,3060,銘異,電腦及週邊設備業,non_mainstream_watch,10.1,10.1,0.0799999999999983,0.8499999999999979,0.7999999999999972,0.23000000000000043,1.9599999999999937,5.1,2,5.0,0.0,2633.44,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-18.575418994413408,-2.2386182610882877,-2.0305557982847944,有效級距增加 2/4（門檻 >0.5）；價格資料不足
183,20260807,3702,大聯大,電子通路業,mainstream_leader,9.98,9.98,0.480000000000004,0.37000000000000455,0.4399999999999977,0.6099999999999994,1.9000000000000057,4.98,1,0.0,5.0,12522.16,0.0,0,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,18.957345971563978,9.344369418427355,3.769986475687437,有效級距增加 1/4（門檻 >0.5）；價格資料不足
184,20260807,2498,宏達電,通信網路業,mainstream_leader,9.95,9.95,0.28000000000000114,0.480000000000004,0.28999999999999915,0.7099999999999937,1.759999999999998,4.95,1,0.0,5.0,4881.63,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.677419354838712,-1.9915509957754929,-2.6248198926007715,有效級距增加 1/4（門檻 >0.5）；價格資料不足
185,20260807,3081,聯亞,CPO光通訊,non_mainstream_watch,9.79,9.79,2.5,0.9299999999999997,0.9299999999999997,-1.8399999999999963,4.359999999999999,-0.21,3,10.0,0.0,2689.25,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
186,20260807,3023,信邦,電源 / BBU,mainstream_leader,9.69,9.69,0.4300000000000068,0.4799999999999969,-0.4200000000000017,1.1400000000000006,2.0500000000000043,4.69,1,0.0,5.0,1730.22,0.0,0,0.0,8,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
187,20260807,2426,鼎元,光電業,mainstream_leader,9.69,9.69,0.0,0.4399999999999977,0.22999999999999687,0.7800000000000011,1.4499999999999957,4.69,1,0.0,5.0,11041.5,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-13.061224489795919,8.144700655807057,5.060456796890611,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
188,20260807,3680,家登,半導體業,mainstream_leader,9.51,9.51,0.4200000000000017,-0.10999999999999943,1.2100000000000009,0.1700000000000017,1.8000000000000043,4.51,1,0.0,5.0,1867.0,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.760956175298807,-0.9457169409063604,-2.8308521429321054,有效級距增加 1/4（門檻 >0.5）；價格資料不足
189,20260807,1711,永光,化學工業,mainstream_leader,9.49,9.49,0.27999999999999403,0.18999999999999773,0.45000000000000284,0.6199999999999974,1.539999999999992,4.49,1,0.0,5.0,5472.32,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-17.82407407407408,-3.7092289957279423,-5.232685962133299,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
190,20260807,8086,宏捷科,低軌衛星,mainstream_leader,9.24,9.24,0.18999999999999773,0.6600000000000037,0.39000000000000057,0.39000000000000057,1.6300000000000026,4.24,1,0.0,5.0,2446.8,0.0,0,0.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-11.151079136690644,2.319801159900581,3.2988569169056348,有效級距增加 1/4（門檻 >0.5）；價格資料不足
191,20260807,6171,大城地產,建材營造,mainstream_leader,9.1,9.1,0.010000000000005116,0.009999999999990905,0.009999999999990905,1.009999999999991,1.0399999999999778,4.1,1,0.0,5.0,14600.0,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-3.34728033472802,-1.0812546836526993,1.8216890403018104,有效級距增加 1/4（門檻 >0.5）；價格資料不足
192,20260807,6477,安集,光電業,non_mainstream_watch,9.08,9.08,0.7899999999999991,-0.269999999999996,-0.269999999999996,1.1600000000000037,1.9500000000000028,4.08,2,5.0,0.0,6536.5,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
193,20260807,1608,華榮,重電電網 / 電器電纜待細分,mainstream_leader,8.71,8.71,0.25,0.21000000000000085,0.5200000000000031,0.37000000000000455,1.3500000000000085,3.71,1,0.0,5.0,4056.62,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,1.3254786450662692,9.519261381725563,14.196813670191377,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
194,20260807,3312,弘憶股,電子通路業,mainstream_leader,8.7,8.7,-0.060000000000002274,0.00999999999999801,0.5,0.5600000000000023,1.0700000000000003,3.7,1,0.0,5.0,1245.31,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-15.724381625441698,-0.9191462844679754,-0.8665586066809339,有效級距增加 1/4（門檻 >0.5）；價格資料不足
195,20260807,1563,巧新,汽車工業,mainstream_leader,8.68,8.68,0.20000000000000284,-0.35999999999999943,0.4399999999999977,0.7199999999999989,1.3599999999999994,3.68,1,0.0,5.0,1372.09,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-16.521739130434774,-3.863807060001667,-5.095965086074694,有效級距增加 1/4（門檻 >0.5）；價格資料不足
196,20260807,6757,台灣虎航,航運業,mainstream_leader,8.63,8.63,0.46999999999999886,0.5800000000000125,0.28000000000000114,0.29000000000000625,1.6200000000000188,3.63,1,0.0,5.0,1645.97,0.0,0,0.0,2,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-5.518394648829428,-0.20312637993464833,2.2796072075303875,有效級距增加 1/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
197,20260807,4927,泰鼎-KY,電子零組件業,mainstream_leader,8.62,8.62,0.5,-0.21000000000000085,0.5399999999999991,0.4800000000000004,1.5199999999999996,3.62,1,0.0,5.0,3595.19,0.0,0,0.0,4,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-15.542168674698797,1.395819772908058,-1.2052240472868458,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
198,20260807,2009,第一銅,鋼鐵工業,mainstream_leader,8.47,8.47,0.4200000000000017,0.509999999999998,0.28999999999999915,0.28999999999999915,1.509999999999998,3.47,1,0.0,5.0,1608.81,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,1.820546163849146,5.178319564779366,2.6971265545536416,有效級距增加 1/4（門檻 >0.5）；價格資料不足
199,20260807,6936,永鴻生技,生技醫療業,mainstream_leader,8.45,8.45,0.04000000000000625,0.03999999999999204,1.1099999999999994,0.0,1.1899999999999977,3.45,1,0.0,5.0,47169.5,0.0,0,0.0,7,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
200,20260807,2329,華泰,半導體業,mainstream_leader,8.42,8.42,0.3500000000000014,0.1599999999999966,0.1700000000000017,0.5600000000000023,1.240000000000002,3.42,1,0.0,5.0,4562.44,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-14.39539347408829,-0.9274171155661648,-4.83005022059838,有效級距增加 1/4（門檻 >0.5）；價格資料不足
201,20260807,1519,華城,重電電網,mainstream_leader,8.37,8.37,0.14000000000000057,-0.09000000000000341,0.19000000000001194,0.710000000000008,1.0400000000000205,3.37,1,0.0,5.0,1558.66,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-10.540540540540544,-4.293768974989165,-5.621485374413259,有效級距增加 1/4（門檻 >0.5）；價格資料不足
