rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,167,36,21.56,0.05,89,22,3.83,7.15,0.61,100.0,strong_bull=133; range_or_unclear=25; mild_bull=7; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + rsi_50_75 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,111,23,20.72,0.03,53,14,4.05,6.55,0.47,100.0,strong_bull=94; range_or_unclear=13; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos,market+tdcc+technical+volume,D+20,D+1_open,10.0,256,53,20.7,0.07,124,34,3.34,6.91,0.76,100.0,strong_bull=256,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos,market+tdcc+technical+volume,D+20,D+1_open,10.0,266,55,20.68,0.07,126,34,3.34,7.0,0.75,100.0,strong_bull=256; mild_bull=10,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated,tdcc+technical+volume,D+20,D+1_open,10.0,267,55,20.6,0.07,127,34,3.41,7.2,0.6,100.0,strong_bull=218; range_or_unclear=34; mild_bull=12; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,199,41,20.6,0.05,86,20,2.65,6.6,0.5,100.0,strong_bull=170; range_or_unclear=24; mild_bull=5,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + rsi_50_75 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,100,20,20.0,0.03,58,14,3.7,6.39,0.77,100.0,strong_bull=83; range_or_unclear=13; mild_bull=3; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,261,52,19.92,0.07,120,36,3.48,6.81,0.69,100.0,strong_bull=251; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,106,21,19.81,0.03,54,11,2.46,7.24,0.85,100.0,strong_bull=89; range_or_unclear=13; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,158,31,19.62,0.04,69,17,3.97,7.16,0.45,100.0,strong_bull=148; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,245,48,19.59,0.06,99,23,3.86,7.99,0.52,100.0,strong_bull=231; mild_bull=14,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,251,49,19.52,0.06,118,35,3.46,6.64,0.71,100.0,strong_bull=251,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,118,23,19.49,0.03,65,14,3.87,6.63,0.77,100.0,strong_bull=97; range_or_unclear=14; mild_bull=6; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,426,83,19.48,0.11,176,53,3.16,6.78,0.53,100.0,strong_bull=426,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,231,45,19.48,0.06,95,22,3.86,7.97,0.53,100.0,strong_bull=231,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,103,20,19.42,0.03,59,11,3.76,6.75,0.83,100.0,strong_bull=84; range_or_unclear=14; mild_bull=4; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,459,89,19.39,0.11,181,57,3.17,6.84,0.51,100.0,strong_bull=426; mild_bull=33,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,165,32,19.39,0.04,81,16,3.15,7.18,0.52,100.0,strong_bull=155; mild_bull=10,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + rsi_50_75,market+tdcc+technical+volume,D+20,D+1_open,10.0,197,38,19.29,0.05,104,27,3.13,6.94,0.56,100.0,strong_bull=189; mild_bull=8,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,115,22,19.13,0.03,51,11,4.19,7.18,0.48,100.0,strong_bull=94; range_or_unclear=14; mild_bull=7,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,148,28,18.92,0.04,66,16,4.12,6.93,0.47,100.0,strong_bull=148,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,155,29,18.71,0.04,78,15,3.15,6.97,0.52,100.0,strong_bull=155,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + rsi_50_75,market+tdcc+technical+volume,D+20,D+1_open,10.0,189,34,17.99,0.04,102,24,3.13,6.59,0.56,100.0,strong_bull=189,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,140,25,17.86,0.03,83,17,3.43,6.45,0.63,100.0,strong_bull=133; mild_bull=7,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+20,D+1_open,10.0,185,33,17.84,0.04,99,19,2.98,6.53,0.74,100.0,strong_bull=147; range_or_unclear=28; mild_bull=7; weak_or_correction=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,230,41,17.83,0.05,122,28,3.13,6.77,0.62,100.0,strong_bull=218; mild_bull=12,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,124,22,17.74,0.03,71,17,3.28,6.18,0.65,100.0,strong_bull=118; mild_bull=6,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,103,18,17.48,0.02,63,12,3.65,6.48,0.8,100.0,strong_bull=97; mild_bull=6,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,122,21,17.21,0.03,79,15,2.38,6.33,0.82,100.0,strong_bull=107; range_or_unclear=9; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,175,30,17.14,0.04,82,19,2.15,5.68,0.5,100.0,strong_bull=170; mild_bull=5,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,170,29,17.06,0.04,81,19,2.22,5.51,0.5,100.0,strong_bull=170,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,218,37,16.97,0.05,118,25,3.09,6.5,0.62,100.0,strong_bull=218,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,101,17,16.83,0.02,49,10,3.79,6.92,0.5,100.0,strong_bull=94; mild_bull=7,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,199,33,16.58,0.04,108,24,2.12,5.51,0.52,100.0,strong_bull=177; range_or_unclear=15; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,133,22,16.54,0.03,80,15,3.15,6.01,0.67,100.0,strong_bull=133,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,109,18,16.51,0.02,62,14,2.33,5.73,0.48,100.0,strong_bull=94; range_or_unclear=11; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,118,19,16.1,0.02,70,15,3.14,5.69,0.67,100.0,strong_bull=118,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,154,24,15.58,0.03,93,15,2.62,6.04,0.79,100.0,strong_bull=147; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,184,28,15.22,0.04,103,22,2.0,5.14,0.53,100.0,strong_bull=177; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,147,22,14.97,0.03,92,14,2.59,5.74,0.81,100.0,strong_bull=147,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,113,16,14.16,0.02,75,12,2.01,5.59,0.86,100.0,strong_bull=107; mild_bull=6,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,177,25,14.12,0.03,100,20,2.01,4.82,0.51,100.0,strong_bull=177,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,107,13,12.15,0.02,72,10,2.01,5.05,0.86,100.0,strong_bull=107,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,85,40,47.06,0.13,55,29,9.29,13.02,1.3,100.0,strong_bull=64; range_or_unclear=15; mild_bull=5; weak_or_correction=1,insufficient_sample
vol5_avg_ge_1_5 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,85,40,47.06,0.13,55,29,9.29,13.02,1.3,100.0,strong_bull=64; range_or_unclear=15; mild_bull=5; weak_or_correction=1,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,66,31,46.97,0.1,40,24,8.99,12.64,0.99,100.0,strong_bull=55; range_or_unclear=9; mild_bull=2,insufficient_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,45,21,46.67,0.07,24,13,9.0,11.75,0.64,100.0,strong_bull=45,insufficient_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,45,21,46.67,0.07,24,13,9.0,11.75,0.64,100.0,strong_bull=45,insufficient_sample
vol5_avg_ge_3 + bb_width_not_extreme + return_10d_20_50,price_position+technical+volume,D+5,D+1_open,10.0,35,16,45.71,0.05,31,15,7.52,10.71,1.31,25.71,strong_bull=35,insufficient_sample
vol5_avg_ge_3 + market_bull + bb_width_not_extreme + return_10d_20_50,market+price_position+technical+volume,D+5,D+1_open,10.0,35,16,45.71,0.05,31,15,7.52,10.71,1.31,25.71,strong_bull=35,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + bb_width_not_extreme + return_10d_20_50,market+price_position+technical+volume,D+5,D+1_open,10.0,35,16,45.71,0.05,31,15,7.52,10.71,1.31,25.71,strong_bull=35,insufficient_sample
day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,88,40,45.45,0.13,63,33,8.77,11.17,1.15,100.0,strong_bull=79; range_or_unclear=8; mild_bull=1,insufficient_sample
day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,71,32,45.07,0.11,52,26,8.73,11.61,1.37,100.0,strong_bull=62; range_or_unclear=8; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,79,35,44.3,0.12,48,27,8.54,11.97,0.82,100.0,strong_bull=65; range_or_unclear=9; mild_bull=5,insufficient_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,69,30,43.48,0.1,48,23,8.54,11.74,1.04,100.0,strong_bull=64; mild_bull=5,insufficient_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,86,37,43.02,0.12,61,29,8.59,11.55,0.93,100.0,strong_bull=80; mild_bull=6,insufficient_sample
vol5_avg_ge_1_5 + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,49,21,42.86,0.07,26,13,8.17,11.27,0.83,100.0,strong_bull=45; range_or_unclear=4,insufficient_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,80,34,42.5,0.11,58,27,8.32,11.56,0.89,100.0,strong_bull=80,insufficient_sample
day_vol_ge_2 + market_bull + tdcc_high_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,80,34,42.5,0.11,58,27,7.93,10.8,1.03,100.0,strong_bull=79; mild_bull=1,insufficient_sample
day_vol_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,40,17,42.5,0.06,27,13,8.38,10.61,0.54,100.0,strong_bull=40,insufficient_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,40,17,42.5,0.06,27,13,8.38,10.61,0.54,100.0,strong_bull=40,insufficient_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,64,27,42.19,0.09,46,21,8.32,11.72,1.0,100.0,strong_bull=64,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,57,24,42.11,0.08,34,18,7.83,11.18,0.7,100.0,strong_bull=55; mild_bull=2,insufficient_sample
day_vol_ge_2 + tdcc_high_up + bb_width_not_extreme + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,43,18,41.86,0.06,29,14,8.03,10.42,0.54,100.0,strong_bull=40; range_or_unclear=3,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,55,23,41.82,0.08,33,17,7.06,11.09,0.77,100.0,strong_bull=55,insufficient_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,79,33,41.77,0.11,57,26,7.83,10.71,1.04,100.0,strong_bull=79,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,65,27,41.54,0.09,39,20,7.36,10.92,0.62,100.0,strong_bull=65,insufficient_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,75,31,41.33,0.1,51,26,7.93,10.64,1.09,100.0,strong_bull=60; range_or_unclear=11; mild_bull=3; weak_or_correction=1,insufficient_sample
day_vol_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,75,31,41.33,0.1,51,26,7.93,10.64,1.09,100.0,strong_bull=60; range_or_unclear=11; mild_bull=3; weak_or_correction=1,insufficient_sample
day_vol_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,63,26,41.27,0.09,46,22,7.93,10.5,1.23,100.0,strong_bull=60; mild_bull=3,insufficient_sample
day_vol_ge_2 + market_bull + tdcc_all_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,63,26,41.27,0.09,47,20,7.83,11.19,1.25,100.0,strong_bull=62; mild_bull=1,insufficient_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,62,25,40.32,0.08,46,19,7.75,11.08,1.27,100.0,strong_bull=62,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+5,D+1_open,10.0,85,34,40.0,0.11,62,27,7.46,10.45,1.32,32.94,strong_bull=85,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + rsi_50_75 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,70,28,40.0,0.09,42,21,7.6,10.69,0.56,100.0,strong_bull=65; mild_bull=5,insufficient_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,60,24,40.0,0.08,44,20,7.77,10.27,1.24,100.0,strong_bull=60,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,45,18,40.0,0.06,30,16,8.0,11.63,0.85,100.0,strong_bull=33; range_or_unclear=8; mild_bull=3; weak_or_correction=1,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,45,18,40.0,0.06,30,16,8.0,11.63,0.85,100.0,strong_bull=33; range_or_unclear=8; mild_bull=3; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + bb_width_not_extreme + return_20d_10_60,price_position+technical+volume,D+5,D+1_open,10.0,88,35,39.77,0.12,65,28,7.49,10.37,1.29,34.09,strong_bull=85; range_or_unclear=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+5,D+1_open,10.0,86,34,39.53,0.11,63,27,7.27,10.35,1.27,33.72,strong_bull=85; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,56,22,39.29,0.07,38,18,7.96,11.57,0.52,100.0,strong_bull=40; range_or_unclear=11; mild_bull=4; weak_or_correction=1,insufficient_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,56,22,39.29,0.07,38,18,7.96,11.57,0.52,100.0,strong_bull=40; range_or_unclear=11; mild_bull=4; weak_or_correction=1,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,36,14,38.89,0.05,26,13,7.88,10.29,0.72,100.0,strong_bull=33; mild_bull=3,insufficient_sample
day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,62,24,38.71,0.08,42,21,7.91,10.41,1.29,100.0,strong_bull=49; range_or_unclear=9; mild_bull=3; weak_or_correction=1,insufficient_sample
day_vol_ge_2 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,62,24,38.71,0.08,42,21,7.91,10.41,1.29,100.0,strong_bull=49; range_or_unclear=9; mild_bull=3; weak_or_correction=1,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,44,17,38.64,0.06,33,15,7.88,10.51,0.37,100.0,strong_bull=40; mild_bull=4,insufficient_sample
vol5_avg_ge_2 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50,market+price_position+technical+volume,D+5,D+1_open,10.0,88,33,37.5,0.11,61,26,6.8,9.14,1.51,31.82,strong_bull=87; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,40,15,37.5,0.05,29,13,7.51,10.2,0.3,100.0,strong_bull=40,insufficient_sample
vol5_avg_ge_2 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50,price_position+technical+volume,D+5,D+1_open,10.0,91,34,37.36,0.11,63,27,7.14,9.33,1.46,34.07,strong_bull=87; range_or_unclear=3; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+5,D+1_open,10.0,59,22,37.29,0.07,43,17,7.08,9.49,1.12,37.29,strong_bull=59,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + bb_width_not_extreme + return_10d_10_40,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,51,19,37.25,0.06,33,15,6.18,10.58,1.3,100.0,strong_bull=39; range_or_unclear=8; mild_bull=4,insufficient_sample
