variant,horizon,slippage_bps,partition,population,samples,stocks,signal_dates,entry_dates,total_input_signals,condition_passed_signals,unsupported_signals,filter_rejected_signals,overlap_blocked_signals,missing_entry_signals,entry_after_as_of_signals,immature_positions,missing_exit_positions,purged_positions,anomaly_candidate_positions,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,mean_net_return_pct,median_net_return_pct,high_return_ge10_rate_pct,loss_le_minus10_rate_pct,min_net_return_pct,max_net_return_pct,formal_use,promotion_evidence_allowed
range_20obs_le_training_q75,20,10,validation,sensitivity_excluding_candidates,3474,1417,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,0,1342,0,2132,38.62982153137594,0.0,61.37017846862406,-1.2985433537679563,-1.5926637528132777,9.355210132412205,12.550374208405296,-29.971253087636086,29.327381131324998,False,False
range_20obs_le_training_q75,20,20,validation,primary,3583,1469,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,109,1401,0,2182,39.101311749930225,0.0,60.898688250069775,0.0006043713278340018,-1.6282199155129358,11.722020653084007,12.587217415573543,-50.54027684868764,113.71274220905114,False,False
range_20obs_le_training_q75,20,20,validation,sensitivity_excluding_candidates,3474,1417,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,0,1294,0,2180,37.24812895797352,0.0,62.75187104202649,-1.4957508115407776,-1.789285312762434,9.0097869890616,12.924582613701785,-30.11117094344072,29.069050875336714,False,False
range_20obs_le_training_q75,60,0,all,primary,4415,1830,177,177,210140,159889,0,50251,153999,47,5,1394,29,1283,177,1896,0,2519,42.9445073612684,0.0,57.0554926387316,4.059751178820709,-2.033981784290719,22.650056625141563,23.125707814269536,-87.7603623379398,413.7410335523276,False,False
range_20obs_le_training_q75,60,0,all,sensitivity_excluding_candidates,4238,1787,177,177,210140,159889,0,50251,153999,47,5,1394,29,1180,0,1724,0,2514,40.67956583294007,0.0,59.32043416705993,-0.0031502717202559452,-2.5459925049413163,19.5375176970269,23.97357243983011,-55.745894470321986,60.26049491496475,False,False
range_20obs_le_training_q75,60,10,all,primary,4415,1830,177,177,210140,159889,0,50251,153999,47,5,1394,29,1283,177,1869,0,2546,42.33295583238958,0.0,57.66704416761041,3.8518406794328364,-2.2297180844220064,22.514156285390712,23.646659116647793,-87.7848171584434,412.71457794083443,False,False
range_20obs_le_training_q75,60,10,all,sensitivity_excluding_candidates,4238,1787,177,177,210140,159889,0,50251,153999,47,5,1394,29,1180,0,1697,0,2541,40.04247286455875,0.0,59.95752713544125,-0.20294444525200617,-2.740710505215652,19.395941481831052,24.516281264747523,-55.83442958869392,59.94029412592386,False,False
range_20obs_le_training_q75,60,20,all,primary,4415,1830,177,177,210140,159889,0,50251,153999,47,5,1394,29,1283,177,1830,0,2585,41.449603624009065,0.0,58.55039637599094,3.644345040900109,-2.4250636933354666,22.17440543601359,24.21291053227633,-87.80922316693005,411.69017114293706,False,False
range_20obs_le_training_q75,60,20,all,sensitivity_excluding_candidates,4238,1787,177,177,210140,159889,0,50251,153999,47,5,1394,29,1180,0,1658,0,2580,39.12222746578575,0.0,60.877772534214245,-0.40233995719463833,-2.935040512261268,19.042000943841433,25.106182161396884,-55.92278799026272,59.6207324602144,False,False
range_20obs_le_training_q75,60,0,training,primary,2274,1679,69,69,63691,52031,0,11660,49720,22,0,0,15,0,51,895,0,1379,39.35795954265611,0.0,60.64204045734388,1.0830764854972172,-2.7075026233609343,17.854001759014952,22.163588390501317,-87.7603623379398,199.74622845861734,False,False
range_20obs_le_training_q75,60,0,training,sensitivity_excluding_candidates,2223,1637,69,69,63691,52031,0,11660,49720,22,0,0,15,0,0,846,0,1377,38.05668016194332,0.0,61.943319838056674,-0.8331416146857722,-2.9441873223831116,16.059379217273953,22.58209626630679,-55.745894470321986,60.169952262470424,False,False
range_20obs_le_training_q75,60,10,training,primary,2274,1679,69,69,63691,52031,0,11660,49720,22,0,0,15,0,51,876,0,1398,38.522427440633244,0.0,61.477572559366756,0.8811138432771171,-2.9018973359809275,17.678100263852244,22.823218997361476,-87.7848171584434,199.14733489526344,False,False
range_20obs_le_training_q75,60,10,training,sensitivity_excluding_candidates,2223,1637,69,69,63691,52031,0,11660,49720,22,0,0,15,0,0,827,0,1396,37.20197930724247,0.0,62.79802069275754,-1.0312769199359946,-3.138105030030698,15.879442195231668,23.25686009896536,-55.83442958869392,59.84993237783012,False,False
range_20obs_le_training_q75,60,20,training,primary,2274,1679,69,69,63691,52031,0,11660,49720,22,0,0,15,0,51,853,0,1421,37.51099384344767,0.0,62.48900615655233,0.6795541488855171,-3.0959045845065907,17.41424802110818,23.438874230430958,-87.80922316693005,198.5496367282436,False,False
range_20obs_le_training_q75,60,20,training,sensitivity_excluding_candidates,2223,1637,69,69,63691,52031,0,11660,49720,22,0,0,15,0,0,804,0,1419,36.16734143049933,0.0,63.83265856950068,-1.2290169150475208,-3.331635676385574,15.60953666216824,23.88663967611336,-55.92278799026272,59.53055125543462,False,False
range_20obs_le_training_q75,60,0,purged_cross_split,primary,1283,1283,59,59,56351,44059,0,12292,42756,11,0,0,9,1283,103,608,0,675,47.38893219017927,0.0,52.61106780982073,9.092847907242769,-0.584167561225254,28.9166017147311,24.473889321901794,-77.03039426986479,413.7410335523276,False,False
range_20obs_le_training_q75,60,0,purged_cross_split,sensitivity_excluding_candidates,1180,1180,59,59,56351,44059,0,12292,42756,11,0,0,9,1180,0,507,0,673,42.96610169491525,0.0,57.03389830508474,0.6080761919390146,-1.9070092935549297,22.88135593220339,26.440677966101696,-53.82721354353511,59.6566528384784,False,False
range_20obs_le_training_q75,60,10,purged_cross_split,primary,1283,1283,59,59,56351,44059,0,12292,42756,11,0,0,9,1283,103,604,0,679,47.07716289945441,0.0,52.92283710054559,8.874880714600401,-0.7828005930709578,28.760717069368667,24.863600935307872,-77.07628758800692,412.71457794083443,False,False
range_20obs_le_training_q75,60,10,purged_cross_split,sensitivity_excluding_candidates,1180,1180,59,59,56351,44059,0,12292,42756,11,0,0,9,1180,0,503,0,677,42.6271186440678,0.0,57.3728813559322,0.407059521766686,-2.103001434973567,22.71186440677966,26.864406779661014,-53.9195454126913,59.33765852711281,False,False
range_20obs_le_training_q75,60,20,purged_cross_split,primary,1283,1283,59,59,56351,44059,0,12292,42756,11,0,0,9,1283,103,592,0,691,46.14185502727982,0.0,53.85814497272019,8.657348500765773,-0.9810371517992051,28.37100545596259,25.4871395167576,-77.12208930271962,411.69017114293706,False,False
range_20obs_le_training_q75,60,20,purged_cross_split,sensitivity_excluding_candidates,1180,1180,59,59,56351,44059,0,12292,42756,11,0,0,9,1180,0,491,0,689,41.610169491525426,0.0,58.389830508474574,0.2064439988909597,-2.2986027712288184,22.28813559322034,27.54237288135593,-54.01169298669948,59.019300930939565,False,False
range_20obs_le_training_q75,60,0,validation,primary,858,858,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,23,393,0,465,45.8041958041958,0.0,54.1958041958042,4.422799139254412,-1.2440508579384069,25.990675990675992,23.65967365967366,-85.98979727909082,229.89544397503454,False,False
range_20obs_le_training_q75,60,0,validation,sensitivity_excluding_candidates,835,835,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,0,371,0,464,44.4311377245509,0.0,55.568862275449106,1.342746169350886,-1.4879478561232062,24.07185628742515,24.191616766467067,-42.05173403301365,60.26049491496475,False,False
range_20obs_le_training_q75,60,10,validation,primary,858,858,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,23,389,0,469,45.33799533799534,0.0,54.66200466200466,4.21416289423251,-1.4413654416388295,25.990675990675992,24.00932400932401,-86.0177896921196,229.23631221884065,False,False
range_20obs_le_training_q75,60,10,validation,sensitivity_excluding_candidates,835,835,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,0,367,0,468,43.952095808383234,0.0,56.04790419161677,1.1402632315629035,-1.684775133133949,24.07185628742515,24.550898203592812,-42.16751478419644,59.94029412592386,False,False
range_20obs_le_training_q75,60,20,validation,primary,858,858,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,23,385,0,473,44.871794871794876,0.0,55.12820512820513,4.005943000612852,-1.6382861838548204,25.524475524475527,24.358974358974358,-86.0457262320685,228.5784960948947,False,False
range_20obs_le_training_q75,60,20,validation,sensitivity_excluding_candidates,835,835,49,49,90098,63799,0,26299,61523,14,5,1394,5,0,0,363,0,472,43.47305389221557,0.0,56.526946107784426,0.9381843651118911,-1.8812095413283032,23.592814371257482,24.910179640718564,-42.28306443607547,59.6207324602144,False,False
no_new_low_previous20obs,20,0,all,primary,13491,1908,221,221,210140,188174,0,21966,173291,73,41,1206,72,1266,458,5562,0,7929,41.22748498999333,0.0,58.77251501000668,0.8067087678791475,-1.4057860111324834,14.24653472685494,13.720257949744274,-90.05841675612253,168.69143902371553,False,False
no_new_low_previous20obs,20,0,all,sensitivity_excluding_candidates,13033,1907,221,221,210140,188174,0,21966,173291,73,41,1206,72,1196,0,5123,0,7910,39.307910688252896,0.0,60.6920893117471,-0.98411462337049,-1.6343348052968183,11.378807642139185,14.056625489142945,-36.61698019187287,34.566430336770104,False,False
no_new_low_previous20obs,20,10,all,primary,13491,1908,221,221,210140,188174,0,21966,173291,73,41,1206,72,1266,458,5427,0,8064,40.22681787858573,0.0,59.77318212141428,0.6052967248979533,-1.6027774476736771,13.898154325105628,14.135349492254095,-90.07828005930709,168.15459299170013,False,False
no_new_low_previous20obs,20,10,all,sensitivity_excluding_candidates,13033,1907,221,221,210140,188174,0,21966,173291,73,41,1206,72,1196,0,4988,0,8045,38.2720785697844,0.0,61.7279214302156,-1.18194925783663,-1.8308696008906309,11.018184608302002,14.486303997544695,-36.743619592088905,34.29756634009324,False,False
no_new_low_previous20obs,20,20,all,primary,13491,1908,221,221,210140,188174,0,21966,173291,73,41,1206,72,1266,458,5257,0,8234,38.96671855310948,0.0,61.03328144689052,0.404286539164651,-1.7993756877347489,13.60166036617004,14.580090430657474,-90.09810371517992,167.6188185086508,False,False
no_new_low_previous20obs,20,20,all,sensitivity_excluding_candidates,13033,1907,221,221,210140,188174,0,21966,173291,73,41,1206,72,1196,0,4818,0,8215,36.9676973835648,0.0,63.032302616435196,-1.3793891781510947,-2.027012111463298,10.711271388015039,14.94667382797514,-36.87000621905102,34.02923899810036,False,False
no_new_low_previous20obs,20,0,training,primary,7220,1841,110,110,99756,89341,0,10415,82047,36,0,0,38,0,177,2793,0,4427,38.68421052631579,0.0,61.31578947368421,0.1717886546075955,-1.639256830418145,12.271468144044322,12.700831024930748,-90.05841675612253,152.92557370452988,False,False
no_new_low_previous20obs,20,0,training,sensitivity_excluding_candidates,7043,1834,110,110,99756,89341,0,10415,82047,36,0,0,38,0,0,2622,0,4421,37.22845378389891,0.0,62.77154621610109,-1.095455713812989,-1.8425958199439216,10.151923896067016,12.934828908135737,-35.29883245536562,34.566430336770104,False,False
no_new_low_previous20obs,20,10,training,primary,7220,1841,110,110,99756,89341,0,10415,82047,36,0,0,38,0,177,2725,0,4495,37.742382271468145,0.0,62.257617728531855,-0.028354310012326748,-1.8358540529616643,11.966759002770083,13.019390581717452,-90.07828005930709,152.42022790292242,False,False
no_new_low_previous20obs,20,10,training,sensitivity_excluding_candidates,7043,1834,110,110,99756,89341,0,10415,82047,36,0,0,38,0,0,2554,0,4489,36.26295612665057,0.0,63.73704387334943,-1.293067472499808,-2.0387145096143633,9.839557006957262,13.261394292205026,-35.428105517392865,34.29756634009324,False,False
no_new_low_previous20obs,20,20,training,primary,7220,1841,110,110,99756,89341,0,10415,82047,36,0,0,38,0,177,2634,0,4586,36.48199445983379,0.0,63.5180055401662,-0.22809790649453165,-2.0320592415871466,11.759002770083104,13.5595567867036,-90.09810371517992,151.91589077556966,False,False
no_new_low_previous20obs,20,20,training,sensitivity_excluding_candidates,7043,1834,110,110,99756,89341,0,10415,82047,36,0,0,38,0,0,2463,0,4580,34.97089308533295,0.0,65.02910691466704,-1.4902849149994257,-2.234441744814405,9.626579582564249,13.815135595626863,-35.55712054935618,34.02923899810036,False,False
no_new_low_previous20obs,20,0,purged_cross_split,primary,1266,1266,20,20,20286,17926,0,2360,16646,9,0,0,5,1266,70,644,0,622,50.86887835703001,0.0,49.13112164296998,4.082876441535424,0.17778996477506534,21.09004739336493,8.214849921011059,-74.9825290080057,147.97257064576516,False,False
no_new_low_previous20obs,20,0,purged_cross_split,sensitivity_excluding_candidates,1196,1196,20,20,20286,17926,0,2360,16646,9,0,0,5,1196,0,578,0,618,48.32775919732442,0.0,51.67224080267558,1.4428801133398166,-0.2494341186704569,16.806020066889634,8.361204013377927,-32.6449135241796,34.48374593601378,False,False
no_new_low_previous20obs,20,10,purged_cross_split,primary,1266,1266,20,20,20286,17926,0,2360,16646,9,0,0,5,1266,70,632,0,634,49.92101105845181,0.0,50.07898894154819,3.874918267312202,-0.02236545972997974,20.774091627172194,8.530805687203792,-75.03251396503266,147.47712095416523,False,False
no_new_low_previous20obs,20,10,purged_cross_split,sensitivity_excluding_candidates,1196,1196,20,20,20286,17926,0,2360,16646,9,0,0,5,1196,0,566,0,630,47.324414715719065,0.0,52.675585284280935,1.2401957851799539,-0.4487359486031832,16.471571906354516,8.695652173913043,-32.779489121533885,34.215047142934836,False,False
no_new_low_previous20obs,20,20,purged_cross_split,primary,1266,1266,20,20,20286,17926,0,2360,16646,9,0,0,5,1266,70,618,0,648,48.81516587677725,0.0,51.18483412322274,3.6673750014978475,-0.22212137240966545,20.379146919431278,8.530805687203792,-75.08239915168632,146.9826601841054,False,False
no_new_low_previous20obs,20,20,purged_cross_split,sensitivity_excluding_candidates,1196,1196,20,20,20286,17926,0,2360,16646,9,0,0,5,1196,0,552,0,644,46.15384615384615,0.0,53.84615384615385,1.0379158327707365,-0.6476399704921317,16.05351170568562,8.695652173913043,-32.913796104921396,33.94688467479217,False,False
no_new_low_previous20obs,20,0,validation,primary,5005,1794,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,211,2125,0,2880,42.45754245754246,0.0,57.54245754245755,0.8939205446966817,-1.3807687826897952,15.364635364635365,16.583416583416582,-44.12067206037266,168.69143902371553,False,False
no_new_low_previous20obs,20,0,validation,sensitivity_excluding_candidates,4794,1773,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,0,1923,0,2871,40.112640801001255,0.0,59.887359198998745,-1.4260233436706582,-1.7174707288203734,11.827284105131413,17.1255736337088,-36.61698019187287,34.36087128473504,False,False
no_new_low_previous20obs,20,10,validation,primary,5005,1794,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,211,2070,0,2935,41.35864135864136,0.0,58.64135864135864,0.6923336078861219,-1.577810203703402,14.945054945054945,17.162837162837164,-44.23231906924305,168.15459299170013,False,False
no_new_low_previous20obs,20,10,validation,sensitivity_excluding_candidates,4794,1773,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,0,1868,0,2926,38.965373383395914,0.0,61.03462661660409,-1.6229755168218347,-1.9138394186728802,11.389236545682103,17.73049645390071,-36.743619592088905,34.09241799545485,False,False
no_new_low_previous20obs,20,20,validation,primary,5005,1794,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,211,2005,0,3000,40.05994005994006,0.0,59.94005994005994,0.4911488177551549,-1.7744583284674806,14.545454545454545,17.582417582417584,-44.34374322979233,167.6188185086508,False,False
no_new_low_previous20obs,20,20,validation,sensitivity_excluding_candidates,4794,1773,91,91,90098,80907,0,9191,74598,28,41,1206,29,0,0,1803,0,2991,37.60951188986233,0.0,62.390488110137674,-1.8195348015219153,-2.1098161550526275,10.972048393825615,18.168544013350022,-36.87000621905102,33.8245005410834,False,False
no_new_low_previous20obs,60,0,all,primary,5100,1886,167,167,210140,188174,0,21966,181282,59,3,1697,33,1459,222,2246,0,2854,44.03921568627451,0.0,55.96078431372548,6.203189407118032,-1.856857844457433,24.980392156862745,24.745098039215684,-87.7603623379398,413.7410335523276,False,False
no_new_low_previous20obs,60,0,all,sensitivity_excluding_candidates,4878,1877,167,167,210140,188174,0,21966,181282,59,3,1697,33,1339,0,2027,0,2851,41.55391553915539,0.0,58.4460844608446,0.9610689733479214,-2.4519192191427734,21.627716277162772,25.809758097580975,-67.36567239509786,69.66035254222827,False,False
no_new_low_previous20obs,60,10,all,primary,5100,1886,167,167,210140,188174,0,21966,181282,59,3,1697,33,1459,222,2218,0,2882,43.49019607843137,0.0,56.509803921568626,5.990996327260983,-2.0529497239216767,24.88235294117647,25.215686274509803,-87.7848171584434,412.71457794083443,False,False
no_new_low_previous20obs,60,10,all,sensitivity_excluding_candidates,4878,1877,167,167,210140,188174,0,21966,181282,59,3,1697,33,1339,0,1999,0,2879,40.97990979909799,0.0,59.02009020090201,0.7593483354274625,-2.6468204794441865,21.52521525215252,26.301763017630176,-67.4308758468559,69.32137081886717,False,False
no_new_low_previous20obs,60,20,all,primary,5100,1886,167,167,210140,188174,0,21966,181282,59,3,1697,33,1459,222,2196,0,2904,43.05882352941177,0.0,56.94117647058824,5.779226701940451,-2.248650523401535,24.58823529411765,25.68627450980392,-87.80922316693005,411.69017114293706,False,False
no_new_low_previous20obs,60,20,all,sensitivity_excluding_candidates,4878,1877,167,167,210140,188174,0,21966,181282,59,3,1697,33,1339,0,1977,0,2901,40.528905289052894,0.0,59.47109471094711,0.5580302508634387,-2.84133271527394,21.217712177121772,26.793767937679373,-67.49594915200365,68.98306570573234,False,False
no_new_low_previous20obs,60,0,training,primary,2613,1778,60,60,63691,56633,0,7058,53979,24,0,0,17,0,55,1053,0,1560,40.298507462686565,0.0,59.70149253731343,2.459579663389659,-2.5683070741839935,19.709146574818217,23.804056639877537,-87.7603623379398,358.5178696115611,False,False
no_new_low_previous20obs,60,0,training,sensitivity_excluding_candidates,2558,1747,60,60,63691,56633,0,7058,53979,24,0,0,17,0,0,1000,0,1558,39.09304143862393,0.0,60.90695856137608,0.11824239329793737,-2.8114983898094934,18.060985144644253,24.237685691946833,-46.978222699320135,69.66035254222827,False,False
no_new_low_previous20obs,60,10,training,primary,2613,1778,60,60,63691,56633,0,7058,53979,24,0,0,17,0,55,1033,0,1580,39.53310371220819,0.0,60.466896287791805,2.254866981742791,-2.762975791318491,19.63260619977038,24.41637964026024,-87.7848171584434,357.6017499919576,False,False
no_new_low_previous20obs,60,10,training,sensitivity_excluding_candidates,2558,1747,60,60,63691,56633,0,7058,53979,24,0,0,17,0,0,980,0,1578,38.31118060985145,0.0,61.68881939014855,-0.08179359205953145,-3.0056838156944643,17.982799061767004,24.86317435496482,-47.08416031630451,69.32137081886717,False,False
no_new_low_previous20obs,60,20,training,primary,2613,1778,60,60,63691,56633,0,7058,53979,24,0,0,17,0,55,1018,0,1595,38.95905089934941,0.0,61.040949100650586,2.0505628189332357,-2.957255948139347,19.402985074626866,24.875621890547265,-87.80922316693005,356.68745895442913,False,False
no_new_low_previous20obs,60,20,training,sensitivity_excluding_candidates,2558,1747,60,60,63691,56633,0,7058,53979,24,0,0,17,0,0,965,0,1593,37.724784988272084,0.0,62.275215011727916,-0.28143038988596697,-3.1994819817116933,17.74824081313526,25.3322908522283,-47.18988648095958,68.98306570573234,False,False
no_new_low_previous20obs,60,0,purged_cross_split,primary,1459,1459,58,58,56351,50634,0,5717,49151,15,0,0,9,1459,120,721,0,738,49.41740918437286,0.0,50.582590815627135,12.82208799918231,-0.17335833627163935,32.76216586703221,23.920493488690884,-67.36567239509786,413.7410335523276,False,False
no_new_low_previous20obs,60,0,purged_cross_split,sensitivity_excluding_candidates,1339,1339,58,58,56351,50634,0,5717,49151,15,0,0,9,1339,0,601,0,738,44.88424197162061,0.0,55.11575802837939,2.4987914477177804,-1.5783258856130016,26.736370425690815,26.064227035100824,-67.36567239509786,69.37031505561494,False,False
no_new_low_previous20obs,60,10,purged_cross_split,primary,1459,1459,58,58,56351,50634,0,5717,49151,15,0,0,9,1459,120,717,0,742,49.14324880054832,0.0,50.85675119945168,12.596669060044169,-0.37281216576959814,32.55654557916381,24.263193968471555,-67.4308758468559,412.71457794083443,False,False
no_new_low_previous20obs,60,10,purged_cross_split,sensitivity_excluding_candidates,1339,1339,58,58,56351,50634,0,5717,49151,15,0,0,9,1339,0,597,0,742,44.58551157580284,0.0,55.41448842419716,2.2939972072922576,-1.7749725871402482,26.512322628827484,26.437640029873037,-67.4308758468559,69.03191282773159,False,False
no_new_low_previous20obs,60,20,purged_cross_split,primary,1459,1459,58,58,56351,50634,0,5717,49151,15,0,0,9,1459,120,711,0,748,48.732008224811516,0.0,51.267991775188484,12.371699982217061,-0.5718678838314332,32.145305003427005,24.880054832076766,-67.49594915200365,411.69017114293706,False,False
no_new_low_previous20obs,60,20,purged_cross_split,sensitivity_excluding_candidates,1339,1339,58,58,56351,50634,0,5717,49151,15,0,0,9,1339,0,591,0,748,44.13741598207618,0.0,55.86258401792382,2.089611660184235,-1.9712267802812131,26.064227035100824,27.109783420463028,-67.49594915200365,68.69418605339692,False,False
no_new_low_previous20obs,60,0,validation,primary,1028,1028,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,47,472,0,556,45.91439688715953,0.0,54.08560311284047,6.324861794803303,-1.4106306576520105,27.33463035019455,28.30739299610895,-85.98979727909082,356.5153024851067,False,False
no_new_low_previous20obs,60,0,validation,sensitivity_excluding_candidates,981,981,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,0,426,0,555,43.425076452599384,0.0,56.574923547400616,1.059886505036625,-2.333025236061616,23.955147808358817,29.561671763506624,-49.97138754693916,69.60341014054971,False,False
no_new_low_previous20obs,60,10,validation,primary,1028,1028,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,47,468,0,560,45.525291828793776,0.0,54.474708171206224,6.112425765693247,-1.6076124145797785,27.33463035019455,28.599221789883266,-86.0177896921196,355.60318399862297,False,False
no_new_low_previous20obs,60,10,validation,sensitivity_excluding_candidates,981,981,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,0,422,0,559,43.01732925586136,0.0,56.98267074413863,0.8579683263395622,-2.528164046778776,23.955147808358817,29.867482161060146,-50.07134481457764,69.26454218822094,False,False
no_new_low_previous20obs,60,20,validation,primary,1028,1028,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,47,467,0,561,45.42801556420233,0.0,54.57198443579766,5.90041367701271,-1.8042009943480104,27.042801556420233,28.891050583657584,-86.0457262320685,354.6928861079207,False,False
no_new_low_previous20obs,60,20,validation,sensitivity_excluding_candidates,981,981,49,49,90098,80907,0,9191,78152,20,3,1697,7,0,0,421,0,560,42.91539245667686,0.0,57.08460754332314,0.656453096894462,-2.7229133588717493,23.649337410805302,30.173292558613657,-50.17110256671186,68.92635061903056,False,False
